Date,Open,High,Low,Settle,Volume,Open Interest
1986-01-31,22.2,22.22,19.85,20.59,7617.0,6279.0
1985-12-31,26.5,26.6,26.25,26.3,3347.0,20334.0
1985-11-30,29.58,29.75,28.93,28.94,8087.0,15729.0
1985-10-31,28.63,28.64,28.43,28.6,1692.0,8356.0
1985-09-30,27.44,27.73,27.44,27.7,1217.0,5908.0
1985-08-31,26.8,26.95,26.8,26.95,200.0,2584.0
1985-07-31,25.68,25.68,25.18,25.18,54.0,1101.0
1985-06-30,25.0,25.0,25.0,25.0,0.0,578.0
1985-05-31,26.43,26.43,26.43,26.43,0.0,28.0
1985-04-30,26.77,26.77,26.77,26.77,0.0,28.0
1985-03-31,27.39,27.39,27.39,27.39,0.0,30.0
1985-02-28,25.45,25.45,25.45,25.45,0.0,8.0
1985-01-31,24.92,25.35,24.92,25.35,3.0,5.0
1984-12-31,25.91,25.91,25.91,25.91,0.0,5.0
1984-11-30,26.72,26.72,26.72,26.72,0.0,5.0
1984-10-31,27.66,27.66,27.66,27.66,0.0,5.0
