Date,Open,High,Low,Settle,Volume,Open Interest
2004-05-31,41.35,41.6,40.75,40.92,51498.0,6064.0
2004-04-30,37.8,38.03,37.25,37.38,69879.0,219465.0
2004-03-31,35.22,35.35,34.25,35.08,57223.0,94040.0
2004-02-29,33.85,34.5,33.85,34.42,16658.0,58816.0
2004-01-31,31.3,31.3,30.8,30.98,9817.0,39086.0
2003-12-31,30.9,30.95,30.55,30.79,2308.0,35247.0
2003-11-30,28.05,28.68,28.05,28.68,3018.0,32239.0
2003-10-31,27.1,27.45,27.1,27.45,6905.0,27975.0
2003-09-30,26.97,27.07,26.85,26.88,5384.0,18115.0
2003-08-31,27.85,27.9,27.73,27.73,3215.0,20461.0
2003-07-31,27.07,27.12,26.94,26.94,4099.0,18831.0
2003-06-30,25.95,26.21,25.9,26.21,1287.0,19409.0
2003-05-31,24.95,25.16,24.9,25.16,1120.0,18464.0
2003-04-30,24.17,24.65,24.17,24.22,2054.0,16248.0
2003-03-31,24.75,24.95,24.75,24.95,691.0,16051.0
2003-02-28,26.0,26.1,25.8,25.8,1276.0,16078.0
2003-01-31,25.03,25.18,25.03,25.12,2136.0,15922.0
2002-12-31,23.38,23.38,23.38,23.38,1865.0,14102.0
2002-11-30,23.38,23.38,23.38,23.38,150.0,9718.0
2002-10-31,23.15,23.15,23.13,23.13,1193.0,8835.0
2002-09-30,23.26,23.26,23.26,23.26,400.0,6373.0
2002-08-31,24.39,24.39,24.39,24.39,0.0,6883.0
2002-07-31,23.65,23.65,23.37,23.37,60.0,7226.0
2002-06-30,23.32,23.32,23.32,23.32,0.0,6146.0
2002-05-31,22.8,22.8,22.73,22.73,2232.0,5372.0
2002-04-30,23.08,23.1,22.99,22.99,1435.0,3574.0
2002-03-31,22.85,22.92,22.85,22.92,100.0,3562.0
2002-02-28,21.26,21.26,21.26,21.26,0.0,2762.0
2002-01-31,21.02,21.02,21.02,21.02,0.0,1426.0
2001-12-31,20.8,20.8,20.8,20.8,0.0,1176.0
2001-11-30,21.06,21.06,21.06,21.06,0.0,1105.0
2001-10-31,20.72,20.72,20.72,20.72,0.0,1055.0
2001-09-30,21.83,21.83,21.83,21.83,0.0,1005.0
2001-08-31,22.37,22.37,22.37,22.37,300.0,1005.0
2001-07-31,21.8,21.8,21.8,21.8,0.0,380.0
2001-06-30,22.51,22.51,22.51,22.51,0.0,380.0
2001-05-31,22.79,22.79,22.79,22.79,200.0,200.0
