Date,Open,High,Low,Settle,Volume,Open Interest
1996-04-30,23.6,24.4,23.02,24.07,34167.0,13283.0
1996-03-31,21.32,21.65,21.15,21.47,31599.0,83800.0
1996-02-29,18.52,18.77,18.52,18.72,18555.0,62164.0
1996-01-31,17.05,17.25,16.95,17.2,8703.0,38704.0
1995-12-31,18.35,18.44,18.2,18.39,1900.0,15577.0
1995-11-30,17.52,17.59,17.45,17.47,1504.0,9483.0
1995-10-31,17.06,17.06,17.06,17.06,183.0,7750.0
1995-09-30,16.92,17.0,16.92,16.96,795.0,9697.0
1995-08-31,17.2,17.25,17.2,17.21,162.0,8351.0
1995-07-31,17.15,17.2,17.15,17.2,113.0,6679.0
1995-06-30,17.22,17.25,17.15,17.15,574.0,6141.0
1995-05-31,18.12,18.24,18.12,18.24,327.0,5921.0
1995-04-30,18.38,18.41,18.38,18.41,198.0,5930.0
1995-03-31,17.85,17.85,17.85,17.85,0.0,6138.0
1995-02-28,17.72,17.72,17.72,17.72,450.0,6086.0
1995-01-31,17.89,17.89,17.89,17.89,0.0,5282.0
1994-12-31,18.03,18.03,18.03,18.03,0.0,4782.0
1994-11-30,18.07,18.07,18.07,18.07,1616.0,4288.0
