Date,Open,High,Low,Settle,Volume,Open Interest
1997-10-31,20.73,20.77,20.55,20.67,30010.0,13482.0
1997-09-30,21.2,21.48,21.16,21.18,59258.0,104094.0
1997-08-31,19.69,19.85,19.66,19.74,9276.0,48469.0
1997-07-31,20.38,20.42,19.85,20.17,11127.0,33441.0
1997-06-30,19.76,19.96,19.75,19.94,2345.0,19088.0
1997-05-31,20.95,20.95,20.82,20.91,2276.0,18272.0
1997-04-30,20.13,20.2,20.04,20.04,494.0,13761.0
1997-03-31,20.55,20.55,20.28,20.28,377.0,12288.0
1997-02-28,19.76,19.82,19.48,19.48,499.0,11310.0
1997-01-31,21.41,21.41,21.12,21.12,348.0,7474.0
1996-12-31,20.59,21.07,20.59,21.07,216.0,8373.0
1996-11-30,20.27,20.27,20.27,20.27,42.0,8107.0
1996-10-31,20.45,20.45,20.05,20.05,84.0,6525.0
1996-09-30,19.55,19.68,19.55,19.68,110.0,5318.0
1996-08-31,18.3,18.31,18.3,18.31,25.0,5920.0
1996-07-31,17.74,17.74,17.74,17.74,25.0,5685.0
1996-06-30,17.61,17.61,17.61,17.61,59.0,5455.0
1996-05-31,17.3,17.3,17.3,17.3,0.0,5387.0
1996-04-30,17.9,17.9,17.9,17.9,0.0,4712.0
1996-03-31,17.79,17.79,17.79,17.79,0.0,3859.0
1996-02-29,16.96,16.96,16.96,16.96,0.0,4524.0
1996-01-31,17.04,17.04,17.04,17.04,0.0,4517.0
1995-12-31,17.25,17.25,17.25,17.25,0.0,4290.0
1995-11-30,17.06,17.06,17.06,17.06,0.0,4290.0
1995-10-31,17.05,17.05,17.05,17.05,0.0,4290.0
1995-09-30,17.13,17.13,17.13,17.13,10.0,4290.0
