Date,Open,High,Low,Settle,Volume,Open Interest
2012-08-31,95.97,97.6,95.81,96.68,33056.0,24618.0
2012-07-31,89.67,90.3,87.31,88.06,282681.0,291102.0
2012-06-30,78.91,85.74,78.69,85.37,108208.0,141710.0
2012-05-31,88.29,88.9,86.5,87.17,46563.0,97544.0
2012-04-30,105.65,105.97,104.87,105.71,22148.0,99741.0
2012-03-31,104.93,105.69,104.48,104.66,14755.0,58327.0
2012-02-29,107.91,108.48,106.2,108.21,12487.0,59420.0
2012-01-31,100.92,102.12,99.56,100.12,10422.0,42670.0
2011-12-31,99.09,99.4,98.37,98.87,6165.0,32417.0
2011-11-30,99.0,99.86,98.92,99.12,8004.0,29985.0
2011-10-31,91.29,92.18,90.9,92.1,3389.0,21948.0
2011-09-30,82.78,82.97,81.35,81.35,1967.0,18392.0
2011-08-31,91.78,91.78,91.49,91.49,1341.0,18637.0
2011-07-31,0.0,100.36,100.36,100.36,2211.0,17295.0
2011-06-30,99.9,100.43,99.9,100.43,1140.0,14499.0
2011-05-31,0.0,104.88,104.88,104.88,289.0,13592.0
2011-04-30,111.27,112.19,111.27,112.19,253.0,12897.0
2011-03-31,0.0,105.8,105.8,105.8,527.0,11122.0
2011-02-28,0.0,100.3,100.3,100.3,47.0,9511.0
2011-01-31,0.0,99.75,99.75,99.75,149.0,7421.0
2010-12-31,0.0,93.7,93.7,93.7,0.0,6643.0
2010-11-30,0.0,87.57,87.56,87.56,1782.0,6700.0
2010-10-31,86.82,86.82,86.8,86.8,0.0,4211.0
2010-09-30,0.0,87.47,87.47,87.47,0.0,1627.0
2010-08-31,0.0,82.92,82.92,82.92,24.0,1452.0
2010-07-31,0.0,85.28,85.28,85.28,0.0,1412.0
2010-06-30,0.0,81.32,81.32,81.32,0.0,1412.0
2010-05-31,0.0,82.91,82.91,82.91,0.0,1409.0
2010-04-30,0.0,93.99,93.99,93.99,0.0,1419.0
2010-03-31,0.0,86.91,86.91,86.91,0.0,1419.0
2010-02-28,0.0,84.94,84.94,84.94,0.0,1419.0
2010-01-31,0.0,82.39,82.39,82.39,0.0,1419.0
2009-12-31,0.0,88.16,88.16,88.16,0.0,1411.0
2009-11-30,0.0,90.0,90.0,90.0,0.0,1406.0
2009-10-31,85.81,85.81,85.81,85.81,0.0,1414.0
2009-09-30,0.0,79.5,79.5,79.5,0.0,1274.0
2009-08-31,0.0,79.91,79.91,79.91,10.0,1045.0
2009-07-31,0.0,81.9,81.9,81.9,0.0,1035.0
2009-06-30,0.0,80.46,80.46,80.46,0.0,1129.0
2009-05-31,76.35,76.35,76.35,76.35,0.0,1126.0
2009-04-30,0.0,69.21,69.21,69.21,0.0,1160.0
2009-03-31,0.0,70.58,70.58,70.58,0.0,1136.0
2009-02-28,0.0,64.75,64.75,64.75,0.0,1136.0
2009-01-31,64.93,64.93,64.93,64.93,0.0,1136.0
2008-12-31,0.0,71.25,71.25,71.25,0.0,1136.0
2008-11-30,0.0,81.1,81.1,81.1,0.0,1118.0
2008-10-31,87.03,87.03,87.03,87.03,1000.0,1046.0
2008-09-30,0.0,105.8,105.8,105.8,0.0,56.0
2008-08-31,0.0,116.95,116.95,116.95,0.0,56.0
2008-07-31,119.36,119.36,119.36,119.36,50.0,102.0
2008-06-30,136.02,136.02,136.02,136.02,0.0,56.0
2008-05-31,124.31,124.31,124.31,124.31,0.0,47.0
2008-04-30,103.93,103.93,103.93,103.93,0.0,47.0
2008-03-31,93.57,93.57,93.57,93.57,20.0,49.0
2008-02-29,97.18,97.18,97.18,97.18,0.0,62.0
2008-01-31,88.68,88.68,88.68,88.68,0.0,62.0
2007-12-31,85.39,85.39,85.39,85.39,10.0,52.0
2007-11-30,83.29,83.29,83.29,83.29,0.0,22.0
2007-10-31,80.53,80.53,80.53,80.53,0.0,0.0
2007-09-30,71.2,71.2,71.2,71.2,0.0,4.0
2007-08-31,68.04,68.04,68.04,68.04,0.0,4.0
2007-07-31,70.56,70.56,70.56,70.56,0.0,0.0
2007-06-30,70.89,70.89,70.89,70.89,0.0,0.0
2007-05-31,68.92,68.92,68.92,68.92,0.0,0.0
