Date,Open,High,Low,Settle,Volume,Open Interest
1987-06-30,20.72,20.95,20.2,20.48,18328.0,7368.0
1987-05-31,19.22,19.42,19.16,19.38,16191.0,45137.0
1987-04-30,18.33,18.44,18.24,18.38,10850.0,47376.0
1987-03-31,18.3,18.38,18.23,18.3,5648.0,21355.0
1987-02-28,16.45,16.6,16.25,16.38,1901.0,9945.0
1987-01-31,18.07,18.1,18.03,18.05,780.0,5675.0
1986-12-31,17.6,17.8,17.6,17.72,778.0,1903.0
1986-11-30,15.15,15.15,15.05,15.05,2.0,425.0
1986-10-31,15.8,15.8,15.5,15.5,8.0,370.0
1986-09-30,15.0,15.05,14.88,14.88,62.0,520.0
1986-08-31,15.48,15.48,15.48,15.48,0.0,396.0
1986-07-31,12.2,12.2,11.35,11.84,13.0,149.0
