Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
2014-10-31,1224.9,1231.0,1224.7,,4.9,1224.3,0.0,44.0
2014-09-30,1214.8,1218.2,1204.0,,7.0,1210.5,680.0,2973.0
2014-08-31,1289.8,1291.5,1283.4,,3.0,1286.5,2253.0,0.0
2014-07-31,1296.0,1297.8,1280.6,,14.0,1281.9,7074.0,22911.0
2014-06-30,1317.1,1330.3,1311.7,,2.0,1322.4,1132.0,17247.0
2014-05-31,1259.5,1260.5,1243.0,,11.2,1246.3,1266.0,14099.0
2014-04-30,1293.0,1298.0,1286.0,,0.5,1296.1,358.0,10471.0
2014-03-31,1293.9,1295.5,1284.1,,10.5,1284.5,64.0,7798.0
2014-02-28,1332.6,1333.8,1322.6,,10.0,1322.6,409.0,7556.0
2014-01-31,1242.0,1255.4,1241.5,,,1241.5,39.0,6648.0
2013-12-31,1188.0,1207.2,1188.0,,,1204.9,7.0,6132.0
2013-11-30,1245.3,1255.5,1245.0,,,1253.5,57.0,5128.0
2013-10-31,1327.0,1327.0,1327.0,,,1327.0,23.0,4341.0
2013-09-30,1335.0,1335.0,1331.6,,,1331.6,97.0,3034.0
2013-08-31,1401.6,1401.6,1401.6,,,1401.6,657.0,2086.0
2013-07-31,1319.4,1319.4,1319.4,,,1319.4,303.0,960.0
2013-06-30,1232.0,1232.0,1232.0,,,1232.0,0.0,847.0
2013-05-31,1401.9,1401.9,1401.9,,,1401.9,0.0,852.0
2013-04-30,1482.7,1482.7,1482.7,,,1482.7,0.0,827.0
2013-03-31,1609.7,1609.7,1608.8,,,1608.8,27.0,989.0
2013-02-28,1592.0,1592.0,1592.0,,,1592.0,0.0,5.0
2013-01-31,1681.7,1681.7,1681.7,,,1681.7,0.0,0.0
2012-12-31,1697.7,1697.7,1697.7,,,1697.7,0.0,0.0
2012-11-30,1735.1,1735.1,1735.1,,,1735.1,0.0,0.0
