Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
2002-01-31,281.4,281.4,281.4,,,281.4,0.0,0.0
2001-12-31,276.8,278.7,276.8,,,278.7,2.0,1.0
2001-11-30,274.8,274.8,274.7,,,274.7,1.0,1.0
2001-10-31,280.8,280.8,280.8,,,280.8,0.0,0.0
