Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
2001-10-31,278.5,279.1,278.5,,,279.1,4.0,9.0
2001-09-30,291.0,294.0,291.0,,,292.4,1183.0,1230.0
2001-08-31,276.3,276.5,273.5,,,275.1,1917.0,9489.0
2001-07-31,266.3,268.1,266.3,,,267.9,815.0,10206.0
2001-06-30,272.3,273.1,272.1,,,272.5,116.0,6165.0
2001-05-31,268.7,270.5,267.5,,,267.9,391.0,4162.0
2001-04-30,266.3,266.6,266.3,,,266.6,1106.0,2894.0
2001-03-31,263.0,263.0,261.5,,,262.1,24.0,2058.0
2001-02-28,272.8,272.8,272.8,,,272.8,210.0,1441.0
2001-01-31,272.8,273.6,272.8,,,273.6,27.0,1202.0
2000-12-31,282.6,282.6,282.6,,,282.6,24.0,782.0
2000-11-30,282.9,282.9,282.9,,,282.9,0.0,700.0
2000-10-31,278.5,278.5,278.5,,,278.5,58.0,796.0
2000-09-30,289.5,289.5,289.5,,,289.5,0.0,428.0
2000-08-31,294.6,294.6,294.6,,,294.6,0.0,260.0
2000-07-31,296.2,296.2,296.2,,,296.2,0.0,141.0
2000-06-30,310.8,310.8,310.8,,,310.8,0.0,141.0
2000-05-31,294.7,294.7,294.7,,,294.7,0.0,141.0
2000-04-30,295.7,295.7,295.7,,,295.7,0.0,141.0
2000-03-31,301.7,301.7,301.7,,,301.7,0.0,153.0
2000-02-29,316.9,316.9,316.9,,,316.9,0.0,200.0
2000-01-31,308.6,308.6,308.6,,,308.6,0.0,200.0
1999-12-31,310.7,310.7,310.7,,,310.7,0.0,200.0
1999-11-30,314.8,314.8,314.8,,,314.8,0.0,0.0
