Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
1992-12-31,332.5,332.7,332.1,,,332.5,120.0,79.0
1992-11-30,333.8,334.5,333.6,,,334.3,3504.0,8225.0
1992-10-31,339.8,340.4,339.4,,,340.1,6120.0,56120.0
1992-09-30,350.6,351.3,349.3,,,349.4,15662.0,54929.0
1992-08-31,342.8,346.7,342.6,,,345.3,17369.0,55751.0
1992-07-31,361.3,362.0,360.9,,,361.4,12981.0,61884.0
1992-06-30,348.9,349.1,348.1,,,348.2,1075.0,14405.0
1992-05-31,343.3,343.7,342.0,,,342.3,710.0,12066.0
1992-04-30,342.7,343.7,342.7,,,343.7,458.0,9184.0
1992-03-31,351.1,353.5,350.8,,,352.4,131.0,8231.0
1992-02-29,363.3,363.3,363.0,,,363.0,25.0,5467.0
1992-01-31,364.4,369.8,364.4,,,367.6,179.0,4102.0
1991-12-31,366.0,366.0,366.0,,,366.0,15.0,3970.0
1991-11-30,383.1,383.7,383.1,,,383.7,423.0,3838.0
1991-10-31,375.0,375.6,375.0,,,375.6,2.0,2340.0
1991-09-30,376.4,376.4,374.2,,,375.0,165.0,2364.0
1991-08-31,370.0,371.6,370.0,,,371.6,11.0,2631.0
1991-07-31,392.1,392.1,392.1,,,392.1,166.0,2266.0
1991-06-30,399.0,399.0,399.0,,,399.0,0.0,2234.0
1991-05-31,391.6,391.6,391.6,,,391.6,41.0,1735.0
1991-04-30,387.8,387.8,387.8,,,387.8,72.0,1549.0
1991-03-31,391.4,391.4,391.4,,,391.4,0.0,1582.0
1991-02-28,405.3,405.3,405.3,,,405.3,200.0,1162.0
1991-01-31,405.0,405.0,405.0,,,405.0,250.0,856.0
1990-12-31,437.4,437.4,437.4,,,437.4,0.0,10.0
1990-11-30,422.7,422.7,422.7,,,422.7,0.0,0.0
1990-10-31,431.9,431.9,431.9,,,431.9,0.0,0.0
