Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
2001-12-31,278.0,278.5,277.2,,,277.4,21.0,18.0
2001-11-30,274.0,275.5,273.3,,,273.9,4710.0,4436.0
2001-10-31,281.0,281.4,279.1,,,280.5,18531.0,80181.0
2001-09-30,293.3,295.5,293.3,,,294.0,16676.0,102569.0
2001-08-31,277.3,277.6,274.5,,,276.5,18648.0,84706.0
2001-07-31,267.7,269.5,267.7,,,269.2,11929.0,64898.0
2001-06-30,273.4,275.0,272.9,,,273.5,1801.0,17739.0
2001-05-31,269.0,271.5,268.5,,,268.9,1116.0,12914.0
2001-04-30,267.0,267.7,267.0,,,267.7,92.0,6631.0
2001-03-31,264.0,264.5,262.9,,,263.4,46.0,6321.0
2001-02-28,274.0,275.3,273.0,,,274.2,582.0,6122.0
2001-01-31,274.3,275.3,274.3,,,275.3,399.0,6472.0
2000-12-31,284.0,284.4,284.0,,,284.4,4.0,6368.0
2000-11-30,284.5,285.0,282.8,,,285.0,745.0,6024.0
2000-10-31,280.7,280.7,280.7,,,280.7,51.0,5060.0
2000-09-30,292.0,292.0,291.9,,,291.9,2.0,4596.0
2000-08-31,297.0,297.0,297.0,,,297.0,0.0,5895.0
2000-07-31,299.0,299.0,298.8,,,298.8,1.0,5449.0
2000-06-30,313.5,313.5,313.5,,,313.5,0.0,5316.0
2000-05-31,297.5,297.5,297.5,,,297.5,10.0,5296.0
2000-04-30,300.0,300.0,298.3,,,298.3,21.0,5365.0
2000-03-31,304.5,304.5,303.5,,,304.3,3.0,5382.0
2000-02-29,319.5,319.5,319.5,,,319.5,0.0,5421.0
2000-01-31,311.0,311.2,311.0,,,311.2,16.0,5299.0
1999-12-31,312.9,312.9,312.9,,,312.9,1.0,5256.0
1999-11-30,316.8,316.8,316.8,,,316.8,0.0,5232.0
1999-10-31,320.2,320.2,320.2,,,320.2,100.0,5151.0
1999-09-30,313.7,313.7,313.7,,,313.7,0.0,4329.0
1999-08-31,276.6,276.6,276.6,,,276.6,0.0,4346.0
1999-07-31,281.4,281.4,281.4,,,281.4,0.0,4393.0
1999-06-30,290.5,290.5,290.5,,,290.5,2.0,4392.0
1999-05-31,299.7,299.7,299.7,,,299.7,0.0,4366.0
1999-04-30,316.7,316.7,316.7,,,316.7,0.0,4653.0
1999-03-31,309.5,309.5,309.5,,,309.5,0.0,4618.0
1999-02-28,317.6,317.6,317.6,,,317.6,0.0,4620.0
1999-01-31,314.1,314.1,314.1,,,314.1,0.0,4656.0
1998-12-31,316.8,316.8,316.8,,,316.8,0.0,4650.0
1998-11-30,322.7,322.7,322.7,,,322.7,1.0,4358.0
1998-10-31,318.0,318.0,318.0,,,318.0,0.0,4679.0
1998-09-30,324.8,324.8,324.8,,,324.8,0.0,4691.0
1998-08-31,309.3,309.3,309.3,,,309.3,0.0,4673.0
1998-07-31,322.0,322.0,322.0,,,322.0,0.0,4672.0
1998-06-30,333.2,333.2,333.2,,,333.2,0.0,4674.0
1998-05-31,332.0,332.0,332.0,,,332.0,0.0,4856.0
1998-04-30,348.3,348.3,348.3,,,348.3,0.0,4855.0
1998-03-31,342.3,342.3,342.3,,,342.3,0.0,4867.0
1998-02-28,340.1,340.1,340.1,,,340.1,0.0,4870.0
1998-01-31,343.6,343.6,343.6,,,343.6,1.0,4413.0
1997-12-31,336.0,336.0,336.0,,,336.0,0.0,4516.0
1997-11-30,346.4,346.4,346.4,,,346.4,0.0,4442.0
1997-10-31,359.8,359.8,359.8,,,359.8,0.0,4432.0
1997-09-30,388.5,388.5,388.2,,,388.2,71.0,4624.0
1997-08-31,385.0,385.0,383.4,,,383.4,13.0,4690.0
1997-07-31,384.6,384.6,384.6,,,384.6,0.0,4772.0
1997-06-30,401.3,402.9,401.3,,,402.9,13.0,2115.0
1997-05-31,419.5,419.5,419.5,,,419.5,0.0,1900.0
1997-04-30,415.8,415.8,415.8,,,415.8,0.0,1619.0
1997-03-31,431.3,431.3,431.3,,,431.3,0.0,1545.0
1997-02-28,437.6,437.6,437.6,,,437.6,0.0,815.0
1997-01-31,418.5,418.5,418.5,,,418.5,10.0,673.0
1996-12-31,444.5,444.5,444.5,,,444.5,0.0,0.0
