Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
1991-12-31,353.5,353.6,352.6,,,353.6,96.0,70.0
1991-11-30,366.2,368.0,366.0,,,367.9,4828.0,4747.0
1991-10-31,359.3,360.2,358.8,,,359.5,13353.0,46536.0
1991-09-30,355.4,359.5,355.0,,,357.3,37160.0,60268.0
1991-08-31,351.2,353.0,350.1,,,352.9,22921.0,68017.0
1991-07-31,370.9,371.6,369.4,,,370.8,14767.0,44676.0
1991-06-30,377.9,379.5,375.8,,,377.1,947.0,13688.0
1991-05-31,371.6,371.8,370.0,,,371.1,982.0,15773.0
1991-04-30,365.5,370.5,365.5,,,366.6,531.0,11148.0
1991-03-31,368.0,369.4,368.0,,,369.2,465.0,11543.0
1991-02-28,379.2,382.7,377.9,,,382.7,264.0,9651.0
1991-01-31,385.0,385.0,382.3,,,382.3,767.0,8857.0
1990-12-31,414.0,414.2,413.5,,,414.2,20.0,8244.0
1990-11-30,406.7,406.7,401.0,,,401.7,178.0,6640.0
1990-10-31,405.5,405.5,405.5,,,405.5,51.0,5368.0
1990-09-30,438.8,441.0,435.1,,,435.1,113.0,4400.0
1990-08-31,417.6,417.6,415.2,,,415.2,195.0,4073.0
1990-07-31,405.2,405.2,405.2,,,405.2,220.0,3476.0
1990-06-30,396.0,396.0,396.0,,,396.0,180.0,3395.0
1990-05-31,407.5,407.7,407.5,,,407.7,49.0,1661.0
1990-04-30,417.1,417.6,417.0,,,417.6,4.0,1756.0
1990-03-31,417.0,418.9,417.0,,,418.9,15.0,1757.0
1990-02-28,464.1,464.1,464.1,,,464.1,0.0,341.0
1990-01-31,473.4,473.4,473.4,,,473.4,0.0,0.0
