Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
1989-08-31,360.5,366.0,360.5,,,363.6,51.0,89.0
1989-07-31,367.5,371.0,367.5,,,370.5,5924.0,10302.0
1989-06-30,375.8,379.5,373.7,,,377.3,26926.0,54045.0
1989-05-31,369.2,369.5,366.3,,,366.5,34571.0,61775.0
1989-04-30,386.5,387.5,383.8,,,384.8,2882.0,25264.0
1989-03-31,393.5,395.7,393.5,,,395.2,587.0,21802.0
1989-02-28,401.0,401.2,400.8,,,401.2,325.0,18107.0
1989-01-31,409.8,410.6,404.1,,,406.2,807.0,12613.0
1988-12-31,433.0,433.2,428.0,,,428.0,137.0,10665.0
1988-11-30,444.9,446.2,444.9,,,446.2,97.0,9771.0
1988-10-31,436.0,436.0,435.4,,,435.6,445.0,8865.0
1988-09-30,420.0,420.0,420.0,,,420.0,73.0,7274.0
1988-08-31,464.4,464.4,464.4,,,464.4,77.0,6154.0
1988-07-31,470.8,470.8,470.8,,,470.8,365.0,5723.0
1988-06-30,469.2,469.2,469.2,,,469.2,1520.0,5465.0
1988-05-31,492.5,492.5,492.5,,,492.5,0.0,5894.0
1988-04-30,487.2,487.2,487.2,,,487.2,10.0,5712.0
1988-03-31,494.3,494.3,494.3,,,494.3,60.0,5172.0
1988-02-29,468.6,468.6,468.6,,,468.6,702.0,1866.0
1988-01-31,502.0,502.0,501.9,,,501.9,10.0,2402.0
1987-12-31,548.0,548.0,548.0,,,548.0,2.0,759.0
1987-11-30,566.5,566.5,558.1,,,558.1,3.0,529.0
1987-10-31,538.3,538.3,538.3,,,538.3,19.0,477.0
1987-09-30,530.2,530.2,530.2,,,530.2,0.0,0.0
