Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
1993-02-28,331.3,331.3,329.7,,,329.7,70.0,30.0
1993-01-31,331.7,332.7,330.0,,,330.2,5215.0,7899.0
1992-12-31,333.3,333.5,333.0,,,333.1,1755.0,49390.0
1992-11-30,335.4,335.7,334.9,,,335.5,10807.0,44761.0
1992-10-31,341.1,341.7,340.8,,,341.5,497.0,16403.0
1992-09-30,351.9,352.4,350.8,,,350.8,268.0,11852.0
1992-08-31,344.7,348.1,344.7,,,347.0,76.0,10262.0
1992-07-31,363.2,363.8,363.2,,,363.3,183.0,12437.0
1992-06-30,350.7,350.7,350.3,,,350.3,27.0,9781.0
1992-05-31,344.5,344.5,344.5,,,344.5,328.0,8675.0
1992-04-30,345.2,346.0,345.2,,,346.0,338.0,8346.0
1992-03-31,354.4,355.0,354.2,,,355.0,3.0,7616.0
1992-02-29,365.4,365.4,365.4,,,365.4,30.0,7132.0
1992-01-31,369.9,369.9,369.9,,,369.9,350.0,6626.0
1991-12-31,368.3,368.3,368.3,,,368.3,0.0,3961.0
1991-11-30,386.4,386.4,386.4,,,386.4,300.0,3897.0
1991-10-31,378.6,378.6,378.6,,,378.6,100.0,2004.0
1991-09-30,378.0,378.2,378.0,,,378.2,1.0,820.0
1991-08-31,375.1,375.1,375.1,,,375.1,6.0,573.0
1991-07-31,396.1,396.1,396.1,,,396.1,20.0,841.0
1991-06-30,403.1,403.1,403.1,,,403.1,0.0,511.0
1991-05-31,395.5,395.5,395.5,,,395.5,28.0,521.0
1991-04-30,392.0,392.0,392.0,,,392.0,0.0,176.0
1991-03-31,395.5,395.5,395.5,,,395.5,0.0,0.0
