Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
1990-08-31,388.5,388.5,383.5,,,385.3,288.0,195.0
1990-07-31,372.2,373.3,368.5,,,370.0,5846.0,5025.0
1990-06-30,355.4,361.0,354.5,,,359.9,34827.0,51780.0
1990-05-31,368.0,369.0,367.2,,,368.6,20800.0,40809.0
1990-04-30,375.2,376.8,372.5,,,376.3,482.0,13466.0
1990-03-31,381.5,381.5,377.5,,,379.6,747.0,11941.0
1990-02-28,423.0,423.0,418.5,,,419.8,1611.0,7183.0
1990-01-31,429.5,430.2,427.5,,,428.5,952.0,9583.0
1989-12-31,417.2,420.3,417.2,,,419.7,391.0,10144.0
1989-11-30,427.9,432.3,427.9,,,432.3,153.0,9206.0
1989-10-31,394.5,394.5,394.5,,,394.5,426.0,9072.0
1989-09-30,390.3,390.3,389.1,,,389.1,62.0,8793.0
1989-08-31,383.0,383.0,381.2,,,381.2,50.0,8417.0
1989-07-31,394.7,394.7,394.7,,,394.7,110.0,8137.0
1989-06-30,401.8,401.8,401.8,,,401.8,0.0,7188.0
1989-05-31,391.5,392.5,391.2,,,391.2,52.0,6821.0
1989-04-30,414.0,415.0,414.0,,,415.0,806.0,6477.0
1989-03-31,430.9,430.9,430.9,,,430.9,0.0,6172.0
1989-02-28,437.2,437.2,437.2,,,437.2,528.0,6092.0
1989-01-31,439.9,439.9,439.9,,,439.9,400.0,5169.0
1988-12-31,462.4,462.4,462.4,,,462.4,135.0,2678.0
1988-11-30,481.5,481.5,481.5,,,481.5,0.0,1087.0
1988-10-31,468.7,468.7,468.7,,,468.7,200.0,886.0
1988-09-30,454.1,454.1,454.1,,,454.1,0.0,0.0
