Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
1999-04-30,283.5,283.5,282.9,,,282.9,15.0,0.0
1999-03-31,278.6,280.6,278.2,,,279.8,1735.0,2286.0
1999-02-28,288.3,288.9,286.5,,,288.3,35543.0,109212.0
1999-01-31,287.5,289.3,287.1,,,288.2,30450.0,99214.0
1998-12-31,290.3,291.7,290.0,,,291.2,355.0,21736.0
1998-11-30,300.1,300.4,296.0,,,297.1,1271.0,18218.0
1998-10-31,297.7,297.7,297.2,,,297.4,27.0,14864.0
1998-09-30,300.8,303.7,300.1,,,302.4,752.0,12545.0
1998-08-31,282.0,283.1,282.0,,,282.4,21.0,11198.0
1998-07-31,296.5,296.5,294.3,,,294.3,6.0,8749.0
1998-06-30,306.0,306.5,305.7,,,305.7,962.0,8385.0
1998-05-31,302.9,302.9,302.9,,,302.9,68.0,7858.0
1998-04-30,321.2,321.2,318.1,,,318.1,11.0,7306.0
1998-03-31,313.0,313.0,313.0,,,313.0,0.0,6472.0
1998-02-28,311.3,311.3,311.3,,,311.3,7.0,6323.0
1998-01-31,315.4,315.4,315.4,,,315.4,124.0,5618.0
1997-12-31,303.7,303.7,303.7,,,303.7,0.0,5204.0
1997-11-30,313.2,313.2,313.2,,,313.2,0.0,4912.0
1997-10-31,328.8,328.8,327.6,,,327.6,209.0,4640.0
1997-09-30,351.2,352.4,351.2,,,352.4,200.0,2963.0
1997-08-31,344.6,344.6,344.6,,,344.6,0.0,2953.0
1997-07-31,346.5,346.5,346.5,,,346.5,0.0,1177.0
1997-06-30,360.1,360.1,360.1,,,360.1,0.0,0.0
1997-05-31,374.4,374.4,374.4,,,374.4,0.0,0.0
