Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
1986-12-31,391.5,392.0,388.5,,,389.3,593.0,548.0
1986-11-30,389.0,391.5,388.8,,,390.9,6289.0,7413.0
1986-10-31,401.0,407.3,400.0,,,405.5,34648.0,61566.0
1986-09-30,426.5,431.5,425.8,,,429.8,34300.0,68289.0
1986-08-31,395.0,395.6,387.0,,,393.3,22983.0,61880.0
1986-07-31,367.0,371.3,364.8,,,369.7,35990.0,53632.0
1986-06-30,354.0,356.5,353.2,,,354.0,1180.0,18887.0
1986-05-31,354.0,354.4,353.1,,,353.9,3553.0,17209.0
1986-04-30,356.7,358.5,356.7,,,357.7,1244.0,13073.0
1986-03-31,355.5,356.0,344.0,,,345.3,778.0,12982.0
1986-02-28,355.5,357.3,354.3,,,356.6,972.0,13925.0
1986-01-31,376.0,376.0,369.5,,,369.7,190.0,12853.0
1985-12-31,351.0,352.3,351.0,,,351.4,146.0,11278.0
1985-11-30,352.2,353.0,348.5,,,348.5,79.0,10332.0
1985-10-31,352.5,352.7,350.5,,,352.4,266.0,8558.0
1985-09-30,357.0,357.0,354.0,,,354.9,308.0,8172.0
1985-08-31,369.6,369.8,368.8,,,368.8,127.0,7758.0
1985-07-31,366.1,369.0,364.5,,,364.8,44.0,7183.0
1985-06-30,352.5,352.5,352.5,,,352.5,0.0,5397.0
1985-05-31,356.4,356.4,356.4,,,356.4,53.0,4861.0
1985-04-30,369.5,370.0,364.9,,,364.9,247.0,4442.0
1985-03-31,386.9,386.9,386.9,,,386.9,0.0,330.0
1985-02-28,343.2,343.2,343.2,,,343.2,0.0,17.0
1985-01-31,358.7,358.7,358.7,,,358.7,0.0,0.0
