Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
1989-02-28,390.5,392.0,389.0,,,391.1,993.0,363.0
1989-01-31,395.1,396.2,389.5,,,391.6,7406.0,10306.0
1988-12-31,412.7,415.8,410.5,,,412.3,13104.0,58221.0
1988-11-30,426.6,429.8,425.9,,,429.6,29318.0,53009.0
1988-10-31,420.3,420.5,418.2,,,420.1,607.0,16606.0
1988-09-30,408.2,408.2,402.0,,,404.3,461.0,11752.0
1988-08-31,441.9,446.4,441.3,,,446.1,938.0,10256.0
1988-07-31,453.5,454.5,451.7,,,453.0,230.0,10390.0
1988-06-30,453.9,453.9,453.3,,,453.3,348.0,10307.0
1988-05-31,474.5,475.3,474.5,,,475.3,122.0,9610.0
1988-04-30,471.5,471.5,471.5,,,471.5,321.0,9042.0
1988-03-31,477.2,477.2,477.2,,,477.2,18.0,7141.0
1988-02-29,448.4,453.3,446.0,,,453.3,1372.0,6999.0
1988-01-31,490.0,490.0,480.0,,,484.0,34.0,5212.0
1987-12-31,526.3,526.3,526.3,,,526.3,12.0,4398.0
1987-11-30,541.9,543.5,536.0,,,536.0,351.0,2927.0
1987-10-31,514.4,515.8,514.4,,,515.8,35.0,2064.0
1987-09-30,513.0,513.0,506.0,,,507.4,20.0,1071.0
1987-08-31,502.3,502.3,502.3,,,502.3,1.0,777.0
1987-07-31,516.0,518.1,515.5,,,518.1,11.0,597.0
1987-06-30,504.3,504.3,504.3,,,504.3,1.0,331.0
1987-05-31,513.8,513.8,513.8,,,513.8,2.0,174.0
1987-04-30,515.8,515.8,515.8,,,515.8,1.0,56.0
1987-03-31,469.7,469.7,469.7,,,469.7,0.0,0.0
