Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
2005-02-28,436.0,436.0,432.5,,,434.5,610.0,572.0
2005-01-31,424.2,425.0,419.3,,,421.8,6857.0,5423.0
2004-12-31,436.0,439.8,434.7,,,438.4,32949.0,217477.0
2004-11-30,455.1,456.0,450.0,,,453.2,65490.0,248047.0
2004-10-31,427.5,431.5,427.0,,,431.2,4733.0,16845.0
2004-09-30,419.5,422.3,418.2,,,422.0,975.0,12387.0
2004-08-31,412.5,414.0,412.5,,,414.0,445.0,9264.0
2004-07-31,393.3,395.2,393.3,,,395.2,338.0,7230.0
2004-06-30,397.2,397.2,397.2,,,397.2,169.0,3554.0
2004-05-31,399.8,399.8,398.0,,,399.0,325.0,3065.0
2004-04-30,394.0,394.0,391.9,,,391.9,11.0,3415.0
2004-03-31,428.8,432.2,428.8,,,432.2,586.0,3264.0
2004-02-29,401.3,401.3,401.3,,,401.3,0.0,3039.0
2004-01-31,407.0,407.9,406.5,,,407.9,43.0,2960.0
2003-12-31,422.1,422.1,422.1,,,422.1,25.0,2927.0
2003-11-30,404.1,404.1,404.1,,,404.1,0.0,2720.0
2003-10-31,390.2,390.2,390.2,,,390.2,1.0,2622.0
2003-09-30,390.8,390.8,390.8,,,390.8,100.0,1642.0
2003-08-31,383.3,383.3,383.3,,,383.3,0.0,1346.0
2003-07-31,363.6,363.6,361.9,,,361.9,1.0,1346.0
2003-06-30,351.3,351.3,351.3,,,351.3,0.0,1324.0
2003-05-31,370.6,370.6,370.6,,,370.6,0.0,1324.0
2003-04-30,346.5,346.5,346.5,,,346.5,0.0,974.0
2003-03-31,343.3,343.3,343.3,,,343.3,0.0,0.0
