Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
1992-06-30,343.7,344.1,342.5,,,342.5,100.0,30.0
1992-05-31,337.1,337.9,336.1,,,336.4,4456.0,5584.0
1992-04-30,337.2,338.1,337.0,,,337.9,14946.0,62676.0
1992-03-31,344.1,346.9,343.5,,,345.5,27837.0,51473.0
1992-02-29,356.6,356.9,356.2,,,356.3,867.0,13818.0
1992-01-31,357.4,363.5,356.8,,,361.0,1619.0,15304.0
1991-12-31,358.8,359.7,358.3,,,359.6,345.0,16190.0
1991-11-30,374.7,376.3,374.4,,,375.9,623.0,12433.0
1991-10-31,367.0,367.9,367.0,,,367.1,1371.0,10826.0
1991-09-30,366.3,366.3,365.9,,,365.9,1170.0,5999.0
1991-08-31,361.0,362.1,361.0,,,362.1,624.0,5412.0
1991-07-31,380.5,381.2,380.5,,,381.2,19.0,5786.0
1991-06-30,387.7,387.7,387.7,,,387.7,400.0,5259.0
1991-05-31,381.0,381.0,381.0,,,381.0,66.0,5209.0
1991-04-30,376.5,376.5,376.5,,,376.5,399.0,4639.0
1991-03-31,379.7,379.7,379.7,,,379.7,95.0,4774.0
1991-02-28,391.4,393.7,391.4,,,393.7,121.0,4542.0
1991-01-31,393.2,393.2,393.2,,,393.2,253.0,4984.0
1990-12-31,425.9,425.9,425.9,,,425.9,0.0,4105.0
1990-11-30,412.0,412.0,411.8,,,411.8,280.0,3522.0
1990-10-31,416.2,417.4,416.2,,,417.4,3.0,2727.0
1990-09-30,453.0,453.0,450.5,,,450.5,84.0,2411.0
1990-08-31,430.3,430.3,430.3,,,430.3,0.0,1574.0
1990-07-31,419.3,419.3,419.3,,,419.3,38.0,13.0
