Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
1992-04-30,338.2,338.2,336.9,,,336.9,615.0,359.0
1992-03-31,342.3,345.1,341.7,,,343.7,4717.0,7572.0
1992-02-29,354.4,354.7,354.0,,,354.1,6617.0,53506.0
1992-01-31,355.3,361.3,354.6,,,358.9,40310.0,53655.0
1991-12-31,356.7,357.6,355.8,,,357.5,785.0,21514.0
1991-11-30,372.5,374.0,371.9,,,373.5,1621.0,18931.0
1991-10-31,364.3,364.8,364.1,,,364.6,1341.0,13779.0
1991-09-30,362.5,363.8,362.2,,,363.0,736.0,8404.0
1991-08-31,355.5,359.0,355.0,,,359.0,570.0,6693.0
1991-07-31,377.2,377.7,377.0,,,377.7,53.0,6069.0
1991-06-30,384.5,385.2,384.2,,,384.2,12.0,5320.0
1991-05-31,377.6,377.6,377.6,,,377.6,0.0,4402.0
1991-04-30,373.1,373.1,373.1,,,373.1,61.0,4507.0
1991-03-31,376.1,376.1,376.1,,,376.1,375.0,3826.0
1991-02-28,389.9,389.9,389.9,,,389.9,825.0,2848.0
1991-01-31,391.0,391.0,389.5,,,389.5,458.0,2701.0
1990-12-31,421.9,421.9,421.9,,,421.9,0.0,2043.0
1990-11-30,409.0,409.0,408.0,,,408.3,10.0,2064.0
1990-10-31,412.9,412.9,412.9,,,412.9,9.0,2091.0
1990-09-30,445.2,445.2,445.2,,,445.2,0.0,1924.0
1990-08-31,425.2,425.2,425.2,,,425.2,0.0,1886.0
1990-07-31,417.0,417.0,414.0,,,414.6,16.0,942.0
1990-06-30,400.3,405.6,400.3,,,405.6,15.0,246.0
1990-05-31,418.5,418.5,418.5,,,418.5,0.0,0.0
