Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
2009-06-30,945.3,946.0,939.6,,,940.7,58.0,0.0
2009-05-31,959.2,980.4,959.0,,,978.8,7607.0,4931.0
2009-04-30,898.6,900.8,880.1,,,891.2,81596.0,224032.0
2009-03-31,919.3,926.9,913.6,,,925.0,93007.0,267164.0
2009-02-28,950.6,966.1,928.9,,,944.5,7921.0,55682.0
2009-01-31,909.5,933.0,905.0,,,930.2,3690.0,46721.0
2008-12-31,875.0,887.8,859.0,,,886.2,1438.0,29567.0
2008-11-30,820.5,823.5,817.0,,,821.9,52.0,23735.0
2008-10-31,739.5,743.0,723.3,,,723.3,128.0,17907.0
2008-09-30,918.0,918.0,884.0,,,894.8,521.0,18784.0
2008-08-31,849.5,855.2,847.6,,,847.6,337.0,22191.0
2008-07-31,933.0,948.3,933.0,,,937.1,53.0,19543.0
2008-06-30,956.9,960.9,945.2,,,952.6,274.0,13483.0
2008-05-31,909.6,913.7,909.6,,,913.7,995.0,12713.0
2008-04-30,890.0,890.0,890.0,,,890.0,94.0,13111.0
2008-03-31,942.1,942.1,942.1,,,942.1,2.0,10578.0
2008-02-29,994.0,1001.3,994.0,,,1001.3,29.0,10315.0
2008-01-31,948.9,957.0,948.0,,,956.3,8.0,10530.0
2007-12-31,880.5,880.5,880.5,,,880.5,511.0,9405.0
2007-11-30,829.4,829.4,829.4,,,829.4,214.0,9618.0
2007-10-31,848.6,848.6,848.6,,,848.6,9.0,9446.0
2007-09-30,801.7,801.7,801.7,,,801.7,5.0,12131.0
2007-08-31,731.1,731.1,731.1,,,731.1,520.0,11029.0
2007-07-31,732.2,732.2,732.2,,,732.2,0.0,10463.0
2007-06-30,717.8,717.8,717.8,,,717.8,0.0,10151.0
2007-05-31,734.5,734.5,734.5,,,734.5,0.0,8508.0
2007-04-30,754.6,754.6,754.6,,,754.6,11.0,6000.0
2007-03-31,738.7,738.7,738.7,,,738.7,0.0,5584.0
2007-02-28,750.0,750.0,748.6,,,748.6,1.0,5262.0
2007-01-31,737.9,737.9,737.9,,,737.9,0.0,5259.0
2006-12-31,720.6,720.6,720.6,,,720.6,0.0,5062.0
2006-11-30,735.1,735.1,735.1,,,735.1,0.0,4961.0
2006-10-31,690.8,690.8,690.8,,,690.8,0.0,4846.0
2006-09-30,686.6,686.6,686.6,,,686.6,0.0,7471.0
2006-08-31,722.6,722.6,722.6,,,722.6,0.0,5213.0
2006-07-31,739.8,739.8,739.8,,,739.8,0.0,4858.0
2006-06-30,722.6,722.6,722.6,,,722.6,0.0,3151.0
2006-05-31,759.2,759.2,759.2,,,759.2,1.0,2952.0
2006-04-30,755.0,770.0,755.0,,,770.0,102.0,2672.0
2006-03-31,684.5,684.5,684.5,,,684.5,0.0,1865.0
2006-02-28,658.2,658.2,658.2,,,658.2,0.0,1790.0
2006-01-31,670.5,670.5,670.5,,,670.5,0.0,1739.0
2005-12-31,606.2,606.2,606.2,,,606.2,0.0,1710.0
2005-11-30,583.1,583.1,583.1,,,583.1,25.0,1571.0
2005-10-31,549.2,549.2,549.2,,,549.2,0.0,421.0
2005-09-30,547.4,547.4,547.4,,,547.4,0.0,117.0
2005-08-31,506.6,506.6,506.6,,,506.6,0.0,114.0
2005-07-31,504.1,504.1,504.1,,,504.1,0.0,121.0
2005-06-30,505.9,505.9,505.9,,,505.9,0.0,121.0
2005-05-31,485.5,485.5,485.5,,,485.5,0.0,122.0
2005-04-30,511.8,511.8,511.8,,,511.8,0.0,120.0
2005-03-31,512.9,512.9,512.9,,,512.9,0.0,120.0
2005-02-28,516.9,516.9,516.9,,,516.9,0.0,95.0
2005-01-31,495.8,495.8,495.8,,,495.8,0.0,95.0
2004-12-31,512.7,512.7,512.7,,,512.7,0.0,88.0
2004-11-30,526.4,526.4,526.4,,,526.4,0.0,79.0
2004-10-31,494.9,494.9,494.9,,,494.9,24.0,70.0
2004-09-30,486.3,486.3,486.3,,,486.3,0.0,54.0
2004-08-31,478.3,478.3,478.3,,,478.3,0.0,0.0
2004-07-31,463.7,463.7,463.7,,,463.7,0.0,0.0
