Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
2007-02-28,684.6,687.6,683.8,,,686.5,95.0,94.0
2007-01-31,646.5,656.5,641.8,,,652.0,3048.0,5061.0
2006-12-31,637.1,638.8,634.5,,,638.0,19380.0,188214.0
2006-11-30,646.5,654.5,646.5,,,652.9,32096.0,205008.0
2006-10-31,609.0,616.0,607.8,,,612.9,6648.0,41291.0
2006-09-30,611.0,611.0,606.5,,,610.1,239.0,27034.0
2006-08-31,639.0,641.0,637.5,,,640.4,143.0,20477.0
2006-07-31,654.5,654.5,648.5,,,653.2,40.0,17091.0
2006-06-30,627.0,635.2,627.0,,,635.2,121.0,14664.0
2006-05-31,685.0,685.0,668.5,,,668.5,17.0,13291.0
2006-04-30,675.0,680.5,674.0,,,680.1,296.0,12892.0
2006-03-31,608.7,608.7,608.7,,,608.7,120.0,9650.0
2006-02-28,586.0,589.2,586.0,,,589.2,23.0,8752.0
2006-01-31,603.0,603.0,600.7,,,600.7,235.0,7168.0
2005-12-31,545.5,545.5,545.5,,,545.5,0.0,6498.0
2005-11-30,525.0,525.0,524.5,,,524.5,3.0,5521.0
2005-10-31,494.2,494.2,494.2,,,494.2,0.0,5284.0
2005-09-30,498.0,498.0,498.0,,,498.0,0.0,4916.0
2005-08-31,460.7,460.7,460.7,,,460.7,50.0,3976.0
2005-07-31,458.6,458.6,458.6,,,458.6,410.0,1041.0
2005-06-30,463.9,463.9,463.9,,,463.9,0.0,340.0
2005-05-31,444.4,444.4,444.4,,,444.4,0.0,375.0
2005-04-30,465.9,465.9,465.9,,,465.9,10.0,10.0
2005-03-31,462.9,462.9,462.9,,,462.9,0.0,0.0
