Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
1993-12-31,388.8,389.0,387.0,,,387.4,138.0,70.0
1993-11-30,370.2,371.1,369.1,,,369.8,5278.0,7642.0
1993-10-31,370.6,371.8,368.8,,,369.6,14807.0,91637.0
1993-09-30,354.8,358.8,354.7,,,357.1,26454.0,91530.0
1993-08-31,373.4,375.9,373.3,,,375.7,24433.0,109920.0
1993-07-31,407.5,411.7,405.5,,,411.3,55584.0,131566.0
1993-06-30,383.5,384.9,382.2,,,382.9,3887.0,38782.0
1993-05-31,387.3,390.0,381.5,,,383.9,7671.0,31591.0
1993-04-30,357.4,362.2,357.0,,,361.5,1173.0,15347.0
1993-03-31,346.8,346.8,343.0,,,343.7,263.0,15454.0
1993-02-28,334.0,335.2,333.8,,,334.5,296.0,10871.0
1993-01-31,337.7,338.5,336.3,,,336.3,254.0,8142.0
1992-12-31,340.3,340.8,340.3,,,340.4,169.0,8108.0
1992-11-30,344.0,344.4,344.0,,,344.0,5.0,7414.0
1992-10-31,349.7,349.7,349.7,,,349.7,150.0,5206.0
1992-09-30,358.3,358.3,358.3,,,358.3,117.0,5116.0
1992-08-31,354.0,356.2,354.0,,,356.2,3.0,4704.0
1992-07-31,373.6,373.6,373.4,,,373.4,465.0,4598.0
1992-06-30,362.3,362.3,362.3,,,362.3,2.0,3993.0
1992-05-31,357.3,357.3,357.3,,,357.3,11.0,3598.0
1992-04-30,358.5,359.3,358.5,,,359.3,3.0,2636.0
1992-03-31,369.9,369.9,369.9,,,369.9,48.0,1638.0
1992-02-29,379.2,379.2,379.2,,,379.2,10.0,1290.0
1992-01-31,383.7,383.7,383.7,,,383.7,50.0,1181.0
1991-12-31,380.5,380.5,380.5,,,380.5,0.0,481.0
1991-11-30,401.2,401.2,401.2,,,401.2,0.0,369.0
1991-10-31,395.0,395.0,395.0,,,395.0,0.0,285.0
1991-09-30,395.4,395.4,395.4,,,395.4,0.0,0.0
1991-08-31,393.2,393.2,393.2,,,393.2,0.0,0.0
1991-07-31,416.7,416.7,416.7,,,416.7,0.0,0.0
1991-06-30,422.4,422.4,422.4,,,422.4,0.0,10.0
1991-05-31,414.5,414.5,414.5,,,414.5,0.0,10.0
1991-04-30,411.8,411.8,411.8,,,411.8,0.0,0.0
1991-03-31,414.6,414.6,414.6,,,414.6,0.0,0.0
1991-02-28,428.5,428.5,428.5,,,428.5,0.0,0.0
1991-01-31,428.9,428.9,428.9,,,428.9,0.0,0.0
1990-12-31,461.9,461.9,461.9,,,461.9,0.0,10.0
1990-11-30,446.5,446.5,446.5,,,446.5,0.0,0.0
1990-10-31,463.4,463.4,463.4,,,463.4,0.0,0.0
