Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
1998-10-31,293.7,293.7,293.2,,,293.2,2.0,1.0
1998-09-30,294.4,296.9,293.2,,,296.4,374.0,791.0
1998-08-31,277.0,278.0,276.3,,,276.5,782.0,11548.0
1998-07-31,291.9,291.9,287.6,,,288.4,6474.0,11445.0
1998-06-30,300.0,301.2,300.0,,,300.3,339.0,7521.0
1998-05-31,297.3,298.5,297.0,,,297.4,276.0,6117.0
1998-04-30,316.4,316.9,311.8,,,312.3,406.0,5181.0
1998-03-31,307.7,307.9,307.4,,,307.4,137.0,4516.0
1998-02-28,305.0,307.2,305.0,,,305.8,6.0,3283.0
1998-01-31,310.9,310.9,310.1,,,310.1,2.0,3214.0
1997-12-31,297.6,297.6,297.6,,,297.6,75.0,3039.0
1997-11-30,306.5,307.6,306.0,,,306.7,11.0,1539.0
1997-10-31,321.4,321.4,321.4,,,321.4,436.0,1376.0
1997-09-30,346.0,346.0,346.0,,,346.0,22.0,481.0
1997-08-31,337.6,337.6,337.6,,,337.6,0.0,111.0
1997-07-31,339.6,339.6,339.6,,,339.6,0.0,106.0
1997-06-30,352.3,352.3,352.3,,,352.3,0.0,101.0
1997-05-31,365.9,365.9,365.9,,,365.9,0.0,116.0
1997-04-30,362.5,362.5,362.5,,,362.5,0.0,100.0
1997-03-31,376.6,376.6,376.6,,,376.6,0.0,100.0
1997-02-28,388.1,388.1,388.1,,,388.1,0.0,100.0
1997-01-31,368.0,368.0,368.0,,,368.0,0.0,100.0
1996-12-31,393.7,393.7,393.7,,,393.7,0.0,100.0
1996-11-30,398.5,398.5,398.5,,,398.5,0.0,0.0
