Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
2005-10-31,475.0,475.5,473.5,,,473.8,63.0,104.0
2005-09-30,472.5,474.0,468.5,,,469.0,2926.0,2537.0
2005-08-31,432.3,435.7,432.3,,,435.1,4057.0,21234.0
2005-07-31,430.0,433.5,429.7,,,432.8,2137.0,20952.0
2005-06-30,442.0,443.0,440.0,,,440.1,1017.0,9130.0
2005-05-31,420.0,422.1,419.3,,,421.6,736.0,5949.0
2005-04-30,439.5,443.5,439.5,,,441.4,244.0,5416.0
2005-03-31,436.5,436.6,436.5,,,436.6,1.0,5182.0
2005-02-28,445.4,445.4,445.4,,,445.4,0.0,4365.0
2005-01-31,431.3,431.3,431.3,,,431.3,0.0,3589.0
2004-12-31,447.8,447.8,447.8,,,447.8,0.0,3789.0
2004-11-30,464.0,464.0,462.5,,,462.5,10.0,3345.0
2004-10-31,438.5,438.5,438.5,,,438.5,144.0,2517.0
2004-09-30,429.3,429.3,429.3,,,429.3,145.0,979.0
2004-08-31,421.0,421.0,421.0,,,421.0,400.0,677.0
2004-07-31,402.9,402.9,402.9,,,402.9,0.0,281.0
2004-06-30,405.0,405.0,405.0,,,405.0,0.0,281.0
2004-05-31,406.1,406.1,406.1,,,406.1,0.0,276.0
2004-04-30,398.6,398.6,398.6,,,398.6,0.0,146.0
2004-03-31,437.2,437.2,437.2,,,437.2,0.0,145.0
2004-02-29,405.8,405.8,405.8,,,405.8,0.0,145.0
2004-01-31,413.1,413.1,413.1,,,413.1,0.0,145.0
2003-12-31,427.8,427.8,427.8,,,427.8,0.0,195.0
2003-11-30,409.8,409.8,409.8,,,409.8,0.0,0.0
