Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
2010-06-30,1254.5,1262.0,1238.0,,,1238.2,46.0,0.0
2010-05-31,1210.4,1214.8,1201.1,,,1212.2,12895.0,6497.0
2010-04-30,1168.0,1182.5,1167.8,,,1180.7,120949.0,339073.0
2010-03-31,1105.1,1119.9,1103.1,,,1114.5,108481.0,283090.0
2010-02-28,1108.7,1120.7,1106.3,,,1120.1,3847.0,64416.0
2010-01-31,1086.0,1091.0,1076.8,,,1084.8,1523.0,53984.0
2009-12-31,1097.8,1109.3,1097.8,,,1098.8,2364.0,34686.0
2009-11-30,1175.0,1185.1,1168.5,,,1184.7,885.0,20920.0
2009-10-31,1054.7,1054.7,1039.1,,,1043.5,718.0,14024.0
2009-09-30,1000.6,1012.8,1000.6,,,1012.8,407.0,13118.0
2009-08-31,952.9,957.2,952.9,,,957.2,40.0,11634.0
2009-07-31,947.2,959.9,947.2,,,959.9,913.0,12491.0
2009-06-30,937.5,937.5,931.9,,,934.2,609.0,9127.0
2009-05-31,982.5,987.4,982.5,,,987.4,53.0,11060.0
2009-04-30,892.5,900.1,892.5,,,900.1,129.0,6064.0
2009-03-31,934.9,934.9,934.9,,,934.9,32.0,4660.0
2009-02-28,957.2,957.2,957.2,,,957.2,144.0,4713.0
2009-01-31,942.1,942.1,942.1,,,942.1,1148.0,3088.0
2008-12-31,895.3,895.3,895.3,,,895.3,0.0,2380.0
2008-11-30,835.2,835.2,835.2,,,835.2,0.0,2349.0
2008-10-31,739.4,739.4,739.4,,,739.4,147.0,5314.0
2008-09-30,920.9,920.9,920.9,,,920.9,150.0,5819.0
2008-08-31,875.5,875.5,875.5,,,875.5,100.0,3490.0
2008-07-31,971.2,971.2,971.2,,,971.2,200.0,4374.0
2008-06-30,981.0,988.9,981.0,,,988.9,514.0,2923.0
2008-05-31,946.0,946.0,946.0,,,946.0,200.0,3090.0
2008-04-30,919.2,919.2,919.2,,,919.2,0.0,5213.0
2008-03-31,978.2,978.2,966.7,,,966.7,1.0,4409.0
2008-02-29,1028.3,1028.3,1028.3,,,1028.3,0.0,4176.0
2008-01-31,984.8,984.8,984.8,,,984.8,0.0,4176.0
2007-12-31,912.8,912.8,912.8,,,912.8,0.0,4176.0
2007-11-30,876.0,876.0,859.8,,,859.8,4.0,4127.0
2007-10-31,885.2,885.2,885.2,,,885.2,1.0,4032.0
2007-09-30,833.0,837.7,833.0,,,837.7,6.0,3590.0
2007-08-31,764.9,764.9,764.9,,,764.9,50.0,2594.0
2007-07-31,769.3,769.3,769.3,,,769.3,151.0,5115.0
2007-06-30,755.8,755.8,755.8,,,755.8,0.0,4489.0
2007-05-31,771.8,771.8,771.8,,,771.8,800.0,2282.0
2007-04-30,789.9,789.9,789.9,,,789.9,0.0,547.0
2007-03-31,773.3,773.3,773.3,,,773.3,150.0,547.0
2007-02-28,783.3,783.3,783.3,,,783.3,0.0,597.0
2007-01-31,774.9,774.9,774.9,,,774.9,0.0,591.0
2006-12-31,755.6,755.6,755.6,,,755.6,0.0,592.0
2006-11-30,769.7,769.7,769.7,,,769.7,0.0,191.0
2006-10-31,724.4,724.4,724.4,,,724.4,0.0,171.0
2006-09-30,720.1,720.1,720.1,,,720.1,0.0,21.0
2006-08-31,758.3,758.3,758.3,,,758.3,0.0,26.0
2006-07-31,778.1,778.1,778.1,,,778.1,0.0,26.0
2006-06-30,761.0,761.0,761.0,,,761.0,0.0,26.0
2006-05-31,799.4,799.4,799.4,,,799.4,0.0,26.0
2006-04-30,790.0,808.2,790.0,,,808.2,1.0,26.0
2006-03-31,714.5,714.5,714.5,,,714.5,0.0,22.0
2006-02-28,686.4,686.4,686.4,,,686.4,0.0,22.0
2006-01-31,698.3,698.3,698.3,,,698.3,0.0,22.0
2005-12-31,629.0,629.0,629.0,,,629.0,0.0,25.0
2005-11-30,604.5,604.5,604.5,,,604.5,0.0,5.0
2005-10-31,570.4,570.4,570.4,,,570.4,0.0,5.0
2005-09-30,567.3,567.3,567.3,,,567.3,0.0,5.0
2005-08-31,525.0,525.0,525.0,,,525.0,0.0,4.0
2005-07-31,523.2,523.2,523.2,,,523.2,0.0,2.0
2005-06-30,524.1,524.1,524.1,,,524.1,0.0,0.0
