Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
1985-07-31,324.1,324.1,324.1,,,324.1,0.0,2.0
1985-06-30,316.4,316.4,315.7,,,315.7,445.0,445.0
1985-05-31,317.8,317.8,317.8,,,317.8,0.0,0.0
1985-04-30,318.7,318.7,318.7,,,318.7,0.0,0.0
