Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
2008-06-30,909.6,913.1,909.6,,,913.1,16.0,0.0
2008-05-31,880.2,888.5,868.6,,,887.3,6671.0,10355.0
2008-04-30,872.2,880.8,864.1,,,865.1,133212.0,248355.0
2008-03-31,936.4,945.7,917.1,,,921.5,118963.0,253362.0
2008-02-29,977.5,983.8,971.7,,,980.0,14882.0,52983.0
2008-01-31,937.6,937.6,929.0,,,932.5,6284.0,51691.0
2007-12-31,857.9,858.9,845.5,,,850.4,1913.0,56926.0
2007-11-30,812.5,817.5,797.0,,,800.7,1335.0,45216.0
2007-10-31,800.0,818.6,800.0,,,813.8,799.0,25628.0
2007-09-30,758.8,769.1,758.7,,,767.9,613.0,18819.0
2007-08-31,700.0,700.0,698.6,,,699.0,224.0,15144.0
2007-07-31,695.8,697.8,694.0,,,697.2,53.0,15905.0
2007-06-30,681.5,685.0,681.2,,,681.2,467.0,16718.0
2007-05-31,694.8,697.7,694.8,,,697.7,1584.0,12596.0
2007-04-30,720.1,720.1,720.1,,,720.1,150.0,7439.0
2007-03-31,704.8,704.8,704.8,,,704.8,550.0,4360.0
2007-02-28,714.4,714.4,714.4,,,714.4,0.0,4734.0
2007-01-31,701.3,701.3,701.3,,,701.3,0.0,4074.0
2006-12-31,685.9,685.9,685.9,,,685.9,0.0,3919.0
2006-11-30,700.7,700.7,700.7,,,700.7,5.0,3521.0
2006-10-31,657.7,657.7,657.7,,,657.7,0.0,3285.0
2006-09-30,654.0,654.0,654.0,,,654.0,150.0,3534.0
2006-08-31,687.6,687.6,687.6,,,687.6,0.0,1372.0
2006-07-31,702.5,702.5,702.5,,,702.5,0.0,1173.0
2006-06-30,684.6,684.6,684.6,,,684.6,0.0,903.0
2006-05-31,719.7,719.7,719.7,,,719.7,0.0,950.0
2006-04-30,730.9,730.9,730.9,,,730.9,0.0,840.0
2006-03-31,652.1,652.1,652.1,,,652.1,0.0,505.0
2006-02-28,628.6,628.6,628.6,,,628.6,150.0,449.0
2006-01-31,640.5,640.5,640.5,,,640.5,0.0,353.0
2005-12-31,580.4,580.4,580.4,,,580.4,0.0,343.0
2005-11-30,558.3,558.3,558.3,,,558.3,0.0,307.0
2005-10-31,525.9,525.9,525.9,,,525.9,0.0,307.0
2005-09-30,526.6,526.6,526.6,,,526.6,0.0,239.0
2005-08-31,486.7,486.7,486.7,,,486.7,0.0,124.0
2005-07-31,484.8,484.8,484.8,,,484.8,0.0,124.0
2005-06-30,488.0,488.0,488.0,,,488.0,0.0,200.0
2005-05-31,467.9,467.9,467.9,,,467.9,0.0,200.0
2005-04-30,492.0,492.0,492.0,,,492.0,0.0,159.0
2005-03-31,491.0,491.0,491.0,,,491.0,0.0,164.0
2005-02-28,496.9,496.9,496.9,,,496.9,0.0,164.0
2005-01-31,478.0,478.0,477.4,,,477.4,1.0,164.0
2004-12-31,494.0,494.0,494.0,,,494.0,0.0,161.0
2004-11-30,508.2,508.2,508.2,,,508.2,0.0,162.0
2004-10-31,477.9,477.9,477.9,,,477.9,0.0,163.0
2004-09-30,469.3,469.3,469.3,,,469.3,0.0,164.0
2004-08-31,460.7,460.7,460.7,,,460.7,0.0,166.0
2004-07-31,445.0,445.0,445.0,,,445.0,0.0,165.0
2004-06-30,448.5,448.5,448.5,,,448.5,0.0,165.0
2004-05-31,448.3,448.3,448.3,,,448.3,0.0,165.0
2004-04-30,439.0,439.0,439.0,,,439.0,0.0,165.0
2004-03-31,466.0,466.0,466.0,,,466.0,0.0,115.0
2004-02-29,434.4,434.4,434.4,,,434.4,0.0,114.0
2004-01-31,444.5,444.5,444.5,,,444.5,0.0,113.0
2003-12-31,461.5,461.5,461.5,,,461.5,0.0,97.0
2003-11-30,438.7,438.7,438.7,,,438.7,0.0,90.0
2003-10-31,416.1,416.1,416.1,,,416.1,3.0,61.0
2003-09-30,417.3,417.3,417.3,,,417.3,0.0,7.0
2003-08-31,423.5,423.5,423.5,,,423.5,0.0,1.0
2003-07-31,401.3,401.3,401.3,,,401.3,0.0,0.0
2003-06-30,372.9,372.9,372.9,,,372.9,0.0,0.0
