Date,Open,High,Low,Settle,Volume,Open Interest
2010-08-31,74.45,74.6,73.19,73.46,123224.0,23245.0
2010-07-31,78.25,79.05,76.83,78.95,350581.0,343903.0
2010-06-30,76.04,77.37,74.97,76.16,72534.0,158057.0
2010-05-31,76.74,77.66,75.18,76.12,46855.0,101748.0
2010-04-30,89.28,90.51,89.09,90.41,46550.0,85168.0
2010-03-31,84.12,85.04,83.75,85.03,8605.0,41164.0
2010-02-28,80.21,81.36,79.79,81.29,5423.0,33522.0
2010-01-31,76.86,76.86,75.81,76.05,4213.0,28591.0
2009-12-31,83.66,83.72,82.92,82.92,1630.0,28024.0
2009-11-30,82.35,84.39,82.13,83.86,3262.0,27039.0
2009-10-31,83.23,83.23,81.06,81.1,2285.0,24377.0
2009-09-30,74.37,75.05,74.37,74.96,826.0,20631.0
2009-08-31,76.0,76.0,75.14,75.72,606.0,19194.0
2009-07-31,76.15,77.76,76.15,77.76,1352.0,14010.0
2009-06-30,75.11,75.71,75.1,75.71,666.0,12006.0
2009-05-31,71.7,71.94,71.7,71.94,239.0,8379.0
2009-04-30,0.0,63.24,63.24,63.24,489.0,7100.0
2009-03-31,0.0,63.39,63.39,63.39,71.0,7136.0
2009-02-28,0.0,56.95,56.95,56.95,516.0,6576.0
2009-01-31,58.98,58.98,58.98,58.98,200.0,4793.0
2008-12-31,59.5,64.73,59.5,64.73,136.0,4046.0
2008-11-30,0.0,71.73,71.73,71.73,2.0,3742.0
2008-10-31,79.42,79.42,79.42,79.42,57.0,3283.0
2008-09-30,0.0,104.91,104.91,104.91,0.0,3519.0
2008-08-31,0.0,117.22,117.22,117.22,0.0,3472.0
2008-07-31,122.45,122.45,122.45,122.45,0.0,3348.0
2008-06-30,138.08,138.08,138.08,138.08,0.0,3276.0
2008-05-31,123.87,123.87,123.87,123.87,0.0,3351.0
2008-04-30,104.6,104.6,104.6,104.6,0.0,3252.0
2008-03-31,94.0,94.0,94.0,94.0,0.0,2841.0
2008-02-29,97.14,97.14,97.14,97.14,0.0,3019.0
2008-01-31,87.99,87.99,87.99,87.99,0.0,2899.0
2007-12-31,85.61,85.61,85.61,85.61,10.0,2689.0
2007-11-30,82.81,82.81,82.81,82.81,0.0,2569.0
2007-10-31,80.92,80.92,80.92,80.92,0.0,1640.0
2007-09-30,71.96,71.96,71.96,71.96,0.0,1640.0
2007-08-31,68.34,68.34,68.34,68.34,0.0,1440.0
2007-07-31,70.96,70.96,70.96,70.96,0.0,1400.0
2007-06-30,71.73,71.73,71.73,71.73,0.0,0.0
2007-05-31,69.93,69.93,69.93,69.93,0.0,0.0
2007-04-30,68.04,68.04,68.04,68.04,0.0,0.0
2007-03-31,68.54,68.54,68.54,68.54,0.0,0.0
2007-02-28,62.64,62.64,62.64,62.64,0.0,0.0
2007-01-31,62.22,62.22,62.22,62.22,0.0,0.0
2006-12-31,66.4,66.4,66.4,66.4,0.0,0.0
