Date,Open,High,Low,Settle,Volume,Open Interest
2013-02-28,96.66,97.07,93.92,94.46,30291.0,18648.0
2013-01-31,97.96,98.04,96.84,97.49,240708.0,289650.0
2012-12-31,90.91,92.4,90.49,92.27,40536.0,166762.0
2012-11-30,88.7,90.24,88.7,90.13,39444.0,108416.0
2012-10-31,87.38,88.69,87.38,87.83,24098.0,104458.0
2012-09-30,93.63,94.04,93.0,93.76,12960.0,62380.0
2012-08-31,96.77,98.45,96.31,98.12,14879.0,56456.0
2012-07-31,91.65,91.98,89.58,90.28,14227.0,37144.0
2012-06-30,81.83,88.28,81.83,87.95,10772.0,34540.0
2012-05-31,89.44,89.44,88.04,88.4,5942.0,34963.0
2012-04-30,105.24,105.77,105.24,105.69,3077.0,33099.0
2012-03-31,105.33,105.78,105.0,105.2,2705.0,32124.0
2012-02-29,107.06,107.22,105.06,107.07,3938.0,24258.0
2012-01-31,0.0,0.0,0.0,99.93,2561.0,17259.0
2011-12-31,98.0,98.0,98.0,97.16,238.0,13782.0
2011-11-30,0.0,97.16,0.0,96.66,348.0,10448.0
2011-10-31,0.0,0.0,0.0,91.48,57.0,8784.0
2011-08-31,0.0,89.56,89.56,89.56,18.0,9201.0
2011-07-31,0.0,101.51,101.51,101.51,186.0,8319.0
2011-06-30,0.0,100.89,100.89,100.89,457.0,6840.0
2011-05-31,0.0,104.05,104.05,104.05,0.0,5220.0
2011-04-30,109.85,110.47,109.68,110.47,15.0,5270.0
2011-03-31,0.0,104.28,104.28,104.28,0.0,4205.0
2011-02-28,0.0,99.64,99.64,99.64,0.0,3670.0
2011-01-31,0.0,99.43,99.43,99.43,0.0,3110.0
2010-12-31,0.0,93.27,93.27,93.27,0.0,2660.0
2010-11-30,0.0,87.68,87.67,87.67,0.0,2460.0
2010-10-31,0.0,87.11,87.11,87.11,0.0,1685.0
2010-09-30,0.0,87.99,87.99,87.99,0.0,692.0
2010-08-31,0.0,83.73,83.73,83.73,0.0,692.0
2010-07-31,0.0,85.74,85.74,85.74,10.0,692.0
2010-06-30,81.66,81.9,81.66,81.9,0.0,682.0
2010-05-31,0.0,83.74,83.74,83.74,0.0,682.0
2010-04-30,0.0,94.14,94.14,94.14,0.0,673.0
2010-03-31,0.0,87.09,87.09,87.09,0.0,673.0
2010-02-28,0.0,85.4,85.4,85.4,0.0,673.0
2010-01-31,0.0,83.25,83.25,83.25,3.0,673.0
2009-12-31,0.0,88.88,88.88,88.88,0.0,673.0
2009-11-30,0.0,90.84,90.84,90.84,0.0,674.0
2009-10-31,86.66,86.66,86.66,86.66,0.0,674.0
2009-09-30,0.0,80.46,80.46,80.46,0.0,642.0
2009-08-31,0.0,80.81,80.81,80.81,0.0,648.0
2009-07-31,0.0,82.88,82.88,82.88,0.0,648.0
2009-06-30,0.0,81.19,81.19,81.19,0.0,648.0
2009-05-31,77.03,77.03,77.03,77.03,0.0,645.0
2009-04-30,0.0,69.88,69.88,69.88,0.0,645.0
2009-03-31,0.0,71.57,71.57,71.57,0.0,645.0
2009-02-28,0.0,66.01,66.01,66.01,0.0,645.0
2009-01-31,65.88,65.88,65.88,65.88,0.0,645.0
2008-12-31,0.0,72.05,72.05,72.05,0.0,851.0
2008-11-30,0.0,82.35,82.35,82.35,0.0,851.0
2008-10-31,88.05,88.05,88.05,88.05,500.0,851.0
2008-09-30,0.0,105.97,105.97,105.97,0.0,56.0
2008-08-31,0.0,116.94,116.94,116.94,0.0,56.0
2008-07-31,118.92,118.92,118.92,118.92,0.0,56.0
2008-06-30,135.97,135.97,135.97,135.97,0.0,56.0
2008-05-31,124.57,124.57,124.57,124.57,0.0,60.0
2008-04-30,103.94,103.94,103.94,103.94,0.0,60.0
2008-03-31,93.63,93.63,93.63,93.63,34.0,79.0
2008-02-29,97.33,97.33,97.33,97.33,0.0,90.0
2008-01-31,88.95,88.95,88.95,88.95,0.0,70.0
2007-12-31,85.46,85.46,85.46,85.46,16.0,36.0
2007-11-30,83.5,83.5,83.5,83.5,0.0,0.0
