Date,Open,High,Low,Settle,Volume,Open Interest
2008-03-31,108.8,108.98,102.95,104.48,187052.0,34162.0
2008-02-29,102.55,103.05,101.36,101.84,287914.0,362998.0
2008-01-31,91.39,92.21,89.51,91.68,84618.0,116612.0
2007-12-31,95.5,95.9,94.12,95.24,24669.0,67090.0
2007-11-30,89.27,89.51,87.18,87.43,23080.0,56751.0
2007-10-31,86.62,90.61,86.17,90.34,7581.0,49657.0
2007-09-30,78.47,79.26,77.82,77.82,7054.0,45499.0
2007-08-31,70.63,70.75,70.51,70.75,1044.0,39528.0
2007-07-31,74.19,74.19,74.19,74.19,6479.0,33780.0
2007-06-30,71.4,72.2,71.4,72.1,1691.0,33071.0
2007-05-31,68.9,68.9,68.9,68.9,897.0,27874.0
2007-04-30,71.38,71.38,71.09,71.09,386.0,16350.0
2007-03-31,69.99,69.99,69.99,69.99,280.0,11765.0
2007-02-28,67.66,67.66,67.66,67.66,150.0,11525.0
2007-01-31,63.36,63.36,63.36,63.36,569.0,13189.0
2006-12-31,67.43,67.43,67.43,67.43,102.0,14518.0
2006-11-30,69.89,69.89,69.89,69.89,1744.0,10224.0
2006-10-31,67.37,67.37,67.37,67.37,200.0,5892.0
2006-09-30,69.09,69.09,69.09,69.09,200.0,4044.0
2006-08-31,75.17,75.17,75.17,75.17,2100.0,2918.0
2006-07-31,77.32,77.32,77.32,77.32,20.0,1595.0
2006-06-30,74.55,74.55,74.55,74.55,20.0,1595.0
2006-05-31,72.56,72.56,72.56,72.56,80.0,1390.0
2006-04-30,73.37,73.37,73.37,73.37,80.0,1380.0
2006-03-31,68.97,68.97,68.97,68.97,40.0,1380.0
2006-02-28,67.46,67.46,67.46,67.46,0.0,930.0
2006-01-31,69.3,69.3,69.3,69.3,102.0,880.0
2005-12-31,63.05,63.05,63.05,63.05,150.0,325.0
2005-11-30,58.32,58.32,58.32,58.32,100.0,100.0
