Date,Open,High,Low,Settle,Volume,Open Interest
2011-05-31,98.6,99.9,95.99,99.49,142668.0,20686.0
2011-04-30,112.82,114.18,112.25,113.93,301604.0,352319.0
2011-03-31,104.82,107.35,104.7,107.24,104174.0,159687.0
2011-02-28,100.77,101.98,99.1,99.44,84905.0,135245.0
2011-01-31,94.8,97.36,94.11,96.78,155640.0,120959.0
2010-12-31,92.26,94.2,91.4,93.78,26342.0,92257.0
2010-11-30,87.46,87.47,85.31,85.85,23670.0,86286.0
2010-10-31,84.91,85.03,83.68,84.31,14837.0,86274.0
2010-09-30,83.0,84.47,82.71,84.37,25448.0,69493.0
2010-08-31,80.32,80.83,78.8,78.99,11189.0,53367.0
2010-07-31,82.41,83.23,81.24,83.22,6131.0,46798.0
2010-06-30,79.8,80.24,78.58,79.36,7565.0,41296.0
2010-05-31,80.66,81.4,79.6,80.44,5298.0,40540.0
2010-04-30,92.08,92.88,91.75,92.88,6429.0,39233.0
2010-03-31,85.28,86.04,85.28,86.04,1680.0,28887.0
2010-02-28,83.11,83.2,82.77,83.2,284.0,24740.0
2010-01-31,79.75,79.75,79.43,79.43,444.0,22295.0
2009-12-31,86.3,86.3,85.75,85.75,379.0,20824.0
2009-11-30,85.82,87.27,85.82,87.27,133.0,19575.0
2009-10-31,83.51,83.51,83.51,83.51,1437.0,18465.0
2009-09-30,0.0,77.11,77.11,77.11,109.0,17621.0
2009-08-31,0.0,77.66,77.66,77.66,1072.0,17685.0
2009-07-31,0.0,79.45,79.45,79.45,126.0,15096.0
2009-06-30,0.0,78.04,78.04,78.04,155.0,16979.0
2009-05-31,74.1,74.1,74.1,74.1,32.0,17719.0
2009-04-30,66.7,66.71,66.7,66.71,50.0,18553.0
2009-03-31,0.0,67.18,67.18,67.18,55.0,19274.0
2009-02-28,0.0,60.55,60.55,60.55,0.0,18826.0
2009-01-31,61.9,61.99,61.9,61.99,0.0,18658.0
2008-12-31,0.0,68.41,68.41,68.41,0.0,21066.0
2008-11-30,0.0,76.29,76.29,76.29,0.0,20691.0
2008-10-31,80.55,83.07,79.85,83.07,600.0,21975.0
2008-09-30,0.0,105.29,105.29,105.29,0.0,22462.0
2008-08-31,0.0,117.02,117.02,117.02,7.0,18216.0
2008-07-31,121.09,121.09,121.09,121.09,738.0,18688.0
2008-06-30,137.5,138.65,136.76,136.76,0.0,10731.0
2008-05-31,123.73,123.73,123.73,123.73,100.0,9996.0
2008-04-30,104.04,104.04,104.04,104.04,202.0,10622.0
2008-03-31,93.75,93.75,93.75,93.75,500.0,11264.0
2008-02-29,97.01,97.01,97.01,97.01,150.0,6664.0
2008-01-31,88.12,88.12,88.12,88.12,200.0,5634.0
2007-12-31,85.41,85.41,85.41,85.41,210.0,3705.0
2007-11-30,82.93,82.93,82.93,82.93,0.0,3314.0
2007-10-31,80.69,80.69,80.69,80.69,0.0,3220.0
2007-09-30,71.46,71.46,71.46,71.46,20.0,2000.0
2007-08-31,68.13,68.13,68.13,68.13,0.0,2100.0
2007-07-31,70.72,70.72,70.72,70.72,0.0,1655.0
2007-06-30,71.35,71.35,71.35,71.35,0.0,0.0
2007-05-31,69.39,69.39,69.39,69.39,0.0,0.0
2007-04-30,67.41,67.41,67.41,67.41,0.0,0.0
2007-03-31,68.15,68.15,68.15,68.15,0.0,0.0
2007-02-28,62.25,62.25,62.25,62.25,0.0,0.0
2007-01-31,62.05,62.05,62.05,62.05,0.0,0.0
2006-12-31,65.93,65.93,65.93,65.93,0.0,0.0
