Date,Open,High,Low,Settle,Volume,Open Interest
2008-12-31,36.26,37.59,32.4,33.87,95999.0,14390.0
2008-11-30,53.44,55.98,51.12,54.43,243440.0,307791.0
2008-10-31,66.01,69.26,63.69,68.48,74649.0,109012.0
2008-09-30,95.8,102.07,93.79,100.51,31032.0,54492.0
2008-08-31,117.39,120.82,116.66,116.68,10971.0,41648.0
2008-07-31,127.74,128.63,124.17,125.46,6150.0,36551.0
2008-06-30,143.75,143.75,141.55,141.56,2650.0,30236.0
2008-05-31,125.49,127.55,124.85,126.71,2394.0,29952.0
2008-04-30,111.0,111.0,109.26,109.26,178.0,28246.0
2008-03-31,101.5,101.5,97.93,97.93,304.0,24952.0
2008-02-29,99.9,99.9,99.27,99.27,444.0,24738.0
2008-01-31,89.98,89.98,89.98,89.98,484.0,24073.0
2007-12-31,90.54,90.54,90.54,90.54,423.0,24646.0
2007-11-30,84.82,85.5,84.67,84.67,22.0,26140.0
2007-10-31,84.96,84.96,84.96,84.96,206.0,23537.0
2007-09-30,74.73,74.73,74.73,74.73,495.0,22653.0
2007-08-31,69.68,69.68,69.68,69.68,100.0,21773.0
2007-07-31,72.69,72.69,72.69,72.69,100.0,19620.0
2007-06-30,72.58,72.58,72.58,72.58,2112.0,18052.0
2007-05-31,69.98,69.98,69.98,69.98,30.0,11580.0
2007-04-30,71.62,71.62,71.62,71.62,100.0,11047.0
2007-03-31,69.76,69.76,69.76,69.76,0.0,13289.0
2007-02-28,68.26,68.26,68.26,68.26,0.0,13435.0
2007-01-31,63.51,63.51,63.51,63.51,0.0,13135.0
2006-12-31,67.48,67.48,67.48,67.48,250.0,10126.0
2006-11-30,69.86,69.86,69.86,69.86,450.0,9531.0
2006-10-31,67.54,67.54,67.54,67.54,4150.0,8329.0
2006-09-30,68.34,68.34,68.34,68.34,61.0,4803.0
2006-08-31,73.74,73.74,73.74,73.74,9.0,3238.0
2006-07-31,75.76,75.76,75.76,75.76,400.0,2423.0
2006-06-30,72.82,72.82,72.82,72.82,0.0,2418.0
2006-05-31,70.93,70.93,70.93,70.93,2300.0,2418.0
2006-04-30,71.81,71.81,71.81,71.81,200.0,200.0
2006-03-31,68.12,68.12,68.12,68.12,0.0,0.0
2006-02-28,66.9,66.9,66.9,66.9,0.0,0.0
