Date,Open,High,Low,Settle,Volume,Open Interest
2008-10-31,75.62,75.69,69.77,70.89,137299.0,15748.0
2008-09-30,95.4,102.46,93.36,100.64,248522.0,276074.0
2008-08-31,116.1,119.03,115.4,115.85,69935.0,110306.0
2008-07-31,127.41,128.29,123.56,124.95,31852.0,72360.0
2008-06-30,142.55,144.0,141.0,141.24,17917.0,57616.0
2008-05-31,126.4,127.55,125.0,127.1,12890.0,30439.0
2008-04-30,112.7,113.42,110.24,110.24,3779.0,24469.0
2008-03-31,102.75,102.75,98.34,98.79,1478.0,22775.0
2008-02-29,100.7,100.7,99.7,99.7,890.0,21651.0
2008-01-31,88.79,90.34,88.31,90.34,581.0,21908.0
2007-12-31,91.47,91.47,91.44,91.44,140.0,22257.0
2007-11-30,85.73,85.2,85.2,85.2,289.0,19745.0
2007-10-31,85.84,85.84,85.84,85.84,270.0,16416.0
2007-09-30,75.9,75.9,75.25,75.25,210.0,15152.0
2007-08-31,69.85,69.86,69.85,69.86,101.0,17074.0
2007-07-31,72.95,72.95,72.95,72.95,20.0,14732.0
2007-06-30,72.57,72.57,72.57,72.57,25.0,13586.0
2007-05-31,69.89,69.89,69.89,69.89,267.0,10332.0
2007-04-30,71.65,71.65,71.65,71.65,80.0,9077.0
2007-03-31,69.55,69.9,69.55,69.9,1004.0,6030.0
2007-02-28,68.2,68.2,68.2,68.2,0.0,4267.0
2007-01-31,63.52,63.52,63.52,63.52,650.0,3572.0
2006-12-31,67.53,67.53,67.53,67.53,400.0,3686.0
2006-11-30,69.96,69.96,69.96,69.96,200.0,3586.0
2006-10-31,67.63,67.63,67.63,67.63,500.0,2687.0
2006-09-30,68.57,68.57,68.57,68.57,300.0,3020.0
2006-08-31,74.1,74.1,74.1,74.1,708.0,1670.0
2006-07-31,76.08,76.08,76.08,76.08,800.0,1075.0
2006-06-30,73.15,73.15,73.15,73.15,0.0,1075.0
2006-05-31,71.25,71.25,71.25,71.25,500.0,1075.0
2006-04-30,72.1,72.1,72.1,72.1,50.0,175.0
2006-03-31,68.28,68.28,68.28,68.28,0.0,0.0
2006-02-28,67.04,67.04,67.04,67.04,0.0,0.0
