Date,Open,High,Low,Settle,Volume,Open Interest
2014-07-31,104.58,105.25,103.89,104.42,43189.0,32027.0
2014-06-30,105.69,105.76,104.66,105.37,229049.0,293795.0
2014-05-31,102.66,102.73,101.63,101.98,59918.0,180687.0
2014-04-30,99.15,99.16,97.91,98.28,44922.0,101218.0
2014-03-31,98.79,99.18,98.31,98.95,11214.0,58979.0
2014-02-28,98.34,99.03,98.21,98.93,7153.0,54905.0
2014-01-31,93.59,93.75,92.85,92.9,7291.0,47725.0
2013-12-31,95.52,95.67,95.26,95.6,2779.0,49108.0
2013-11-30,92.16,93.22,92.11,92.47,1197.0,41734.0
2013-10-31,94.16,94.43,93.67,93.91,3184.0,40933.0
2013-09-30,94.48,94.49,94.48,94.9,1206.0,38960.0
2013-08-31,96.25,96.68,95.56,96.1,1935.0,32362.0
2013-07-31,93.51,94.15,93.51,94.41,1124.0,26804.0
2013-06-30,0.0,90.45,89.91,89.78,1139.0,19096.0
2013-05-31,0.0,0.0,0.0,88.59,730.0,18330.0
2013-04-30,0.0,0.0,0.0,89.34,499.0,14602.0
2013-03-31,0.0,0.0,0.0,92.55,247.0,13214.0
2013-02-28,90.75,90.75,90.75,90.18,111.0,11910.0
2013-01-31,0.0,0.0,0.0,93.95,798.0,8044.0
2012-12-31,0.0,0.0,0.0,92.09,16.0,6291.0
2012-11-30,0.0,0.0,0.0,90.79,122.0,5037.0
2012-10-31,0.0,0.0,0.0,88.21,0.0,4833.0
2012-09-30,0.0,0.0,0.0,91.35,0.0,2568.0
2012-08-31,0.0,0.0,0.0,93.67,0.0,2836.0
2012-07-31,0.0,0.0,0.0,89.21,0.0,3014.0
2012-06-30,85.1,85.1,85.1,87.65,31.0,2006.0
2012-05-31,0.0,0.0,0.0,86.86,0.0,1851.0
2012-04-30,0.0,0.0,0.0,98.35,0.0,1750.0
2012-03-31,0.0,0.0,0.0,98.65,0.0,675.0
2012-02-29,0.0,0.0,0.0,99.1,5.0,474.0
2012-01-31,0.0,0.0,0.0,94.65,0.0,474.0
2011-12-31,0.0,0.0,0.0,92.67,0.0,130.0
2011-11-30,0.0,0.0,0.0,91.33,0.0,130.0
2011-10-31,0.0,0.0,0.0,90.01,0.0,130.0
2011-08-31,0.0,90.95,90.95,90.95,0.0,38.0
2011-07-31,0.0,102.06,102.06,102.06,0.0,38.0
2011-06-30,0.0,100.62,100.62,100.62,11.0,38.0
2011-05-31,0.0,101.95,101.95,101.95,0.0,38.0
2011-04-30,0.0,107.02,107.02,107.02,0.0,34.0
2011-03-31,0.0,101.8,101.8,101.8,0.0,24.0
2011-02-28,0.0,99.25,99.25,99.25,0.0,7.0
2011-01-31,0.0,98.44,98.44,98.44,0.0,7.0
2010-12-31,0.0,92.36,92.36,92.36,0.0,7.0
2010-11-30,0.0,87.76,87.75,87.75,0.0,7.0
2010-10-31,0.0,87.59,87.59,87.59,0.0,7.0
2010-09-30,0.0,89.14,89.14,89.14,0.0,7.0
2010-08-31,0.0,85.32,85.32,85.32,0.0,7.0
2010-07-31,0.0,86.95,86.95,86.95,0.0,7.0
2010-06-30,0.0,83.42,83.42,83.42,0.0,7.0
2010-05-31,0.0,85.61,85.61,85.61,0.0,7.0
2010-04-30,0.0,94.55,94.55,94.55,0.0,5.0
2010-03-31,0.0,87.61,87.61,87.61,0.0,3.0
2010-02-28,0.0,86.7,86.7,86.7,0.0,3.0
2010-01-31,0.0,85.82,85.82,85.82,0.0,3.0
2009-12-31,0.0,91.33,91.33,91.33,0.0,3.0
2009-11-30,0.0,93.52,93.52,93.52,0.0,3.0
2009-10-31,0.0,89.2,89.2,89.2,0.0,3.0
2009-09-30,0.0,83.34,83.34,83.34,0.0,3.0
2009-08-31,0.0,83.6,83.6,83.6,0.0,3.0
2009-07-31,0.0,86.05,86.05,86.05,0.0,3.0
2009-06-30,0.0,83.79,83.79,83.79,0.0,0.0
2009-05-31,79.21,79.21,79.21,79.21,0.0,0.0
2009-04-30,0.0,72.0,72.0,72.0,0.0,0.0
2009-03-31,0.0,74.58,74.58,74.58,0.0,0.0
2009-02-28,0.0,69.52,69.52,69.52,0.0,0.0
2009-01-31,68.34,68.34,68.34,68.34,0.0,0.0
2008-12-31,0.0,74.12,74.12,74.12,0.0,0.0
2008-11-30,0.0,85.01,85.01,85.01,0.0,0.0
