Date,Value
1/31/1999,287.8
12/31/1998,293.3
11/30/1998,292.7
10/31/1998,297.6
9/30/1998,279
8/31/1998,286.2
7/31/1998,296.8
6/30/1998,288.8
5/31/1998,306.9
4/30/1998,301
3/31/1998,298.4
2/28/1998,301.5
1/31/1998,290.2
12/31/1997,294.4
11/30/1997,313.8
10/31/1997,337.2
9/30/1997,324.5
8/31/1997,324.1
7/31/1997,333.7
6/30/1997,343.9
5/31/1997,339.3
4/30/1997,350
3/31/1997,362.2
2/28/1997,344.3
1/31/1997,369.3
12/31/1996,370.8
11/30/1996,377.6
10/31/1996,378.7
9/30/1996,386.6
8/31/1996,386.3
7/31/1996,381.6
6/30/1996,390.7
5/31/1996,392.3
4/30/1996,394.2
3/31/1996,398.4
2/29/1996,409.1
1/31/1996,387
12/31/1995,386.2
11/30/1995,382
10/31/1995,383.3
9/30/1995,381.5
8/31/1995,382.9
7/31/1995,384.5
6/30/1995,383.5
5/31/1995,387.2
4/30/1995,392.3
3/31/1995,375.7
2/28/1995,376.3
1/31/1995,383.3
12/31/1994,380.1
11/30/1994,384.5
10/31/1994,393.2
9/30/1994,386
8/31/1994,383.9
7/31/1994,384.6
6/30/1994,386.3
5/31/1994,376.5
4/30/1994,389.2
3/31/1994,381.3
2/28/1994,381.7
1/31/1994,391.8
12/31/1993,373.1
11/30/1993,363.3
10/31/1993,354
9/30/1993,369.1
8/31/1993,405.6
7/31/1993,379
6/30/1993,377.4
5/31/1993,354.3
4/30/1993,336.4
3/31/1993,328.5
2/28/1993,329.8
1/31/1993,332.9
12/31/1992,334.7
11/30/1992,339.5
10/31/1992,348.6
9/30/1992,341.7
8/31/1992,354.1
7/31/1992,343.6
6/30/1992,336.9
5/31/1992,337.5
4/30/1992,344
3/31/1992,350.5
2/29/1992,356.4
1/31/1992,353.2
12/31/1991,368.4
11/30/1991,357.8
10/31/1991,354
9/30/1991,348
8/31/1991,363.4
7/31/1991,368.9
6/30/1991,363
5/31/1991,356.5
4/30/1991,355.7
3/31/1991,366.9
2/28/1991,364.5
1/31/1991,386.2
12/31/1990,380.7
11/30/1990,380.4
10/31/1990,396.3
9/30/1990,386.8
8/31/1990,370.7
7/31/1990,357.4
6/30/1990,363.5
5/31/1990,369.5
4/30/1990,368.4
3/31/1990,406.3
2/28/1990,415.8
1/31/1990,398.6
12/31/1989,413.9
11/30/1989,373.1
10/31/1989,365.7
9/30/1989,366.5
8/31/1989,359.8
7/31/1989,374.5
6/30/1989,373
5/31/1989,361.8
4/30/1989,385.5
3/31/1989,395
2/28/1989,387
1/31/1989,410.3
12/31/1988,410.25
11/30/1988,422.6
10/31/1988,396
9/30/1988,396.7
8/31/1988,427.75
7/31/1988,436.9
6/30/1988,436.55
5/31/1988,455.5
4/30/1988,457
3/31/1988,456.95
2/29/1988,426.15
1/31/1988,484.1
12/31/1987,484.1
11/30/1987,492.5
10/31/1987,454.9
9/30/1987,459.5
8/31/1987,453.4
7/31/1987,445.8
6/30/1987,447.3
5/31/1987,451
4/30/1987,418.5
3/31/1987,421
2/28/1987,405.85
1/31/1987,388.8
12/31/1986,388.75
11/30/1986,389.5
10/31/1986,425
9/30/1986,423.2
8/31/1986,384.7
7/31/1986,345.1
6/30/1986,346.75
5/31/1986,343.2
4/30/1986,333.1
3/31/1986,344
2/28/1986,338.15
1/31/1986,326.8
12/31/1985,326.8
11/30/1985,325.3
10/31/1985,322.3
9/30/1985,325.75
8/31/1985,333.25
7/31/1985,313.9
6/30/1985,317.75
5/31/1985,314
4/30/1985,321.1
3/31/1985,329.25
2/28/1985,287.75
1/31/1985,309
12/31/1984,308.3
11/30/1984,329
10/31/1984,345.4
9/30/1984,343.75
8/31/1984,348.25
7/31/1984,370
6/30/1984,373.05
5/31/1984,384.25
4/30/1984,387.2
3/31/1984,388.5
2/29/1984,394.25
1/31/1984,382.4
12/31/1983,382.4
11/30/1983,405
10/31/1983,389
9/30/1983,405
8/31/1983,414.25
7/31/1983,416.3
6/30/1983,416
5/31/1983,437.5
4/30/1983,414.8
3/31/1983,414.75
2/28/1983,408.5
1/31/1983,456.9
12/31/1982,456.9
11/30/1982,436
10/31/1982,402
9/30/1982,397
8/31/1982,411.5
7/31/1982,310.3
6/30/1982,317.5
5/31/1982,325.25
4/30/1982,327
3/31/1982,320
2/28/1982,362.6
1/31/1982,397.5
12/31/1981,397.5
11/30/1981,414.5
10/31/1981,436.8
9/30/1981,428.75
8/31/1981,425
7/31/1981,422
6/30/1981,426
5/31/1981,479.25
4/30/1981,514.3
3/31/1981,513.75
2/28/1981,489
1/31/1981,589.8
12/31/1980,589.75
11/30/1980,619.75
10/31/1980,682
9/30/1980,666.75
8/31/1980,631.25
7/31/1980,660
6/30/1980,653.5
5/31/1980,535.5
4/30/1980,509.5
3/31/1980,494.5
2/29/1980,637
1/31/1980,512
12/31/1979,512
11/30/1979,415.65
10/31/1979,414.8
9/30/1979,397.25
8/31/1979,315.1
7/31/1979,282.5
6/30/1979,277.5
5/31/1979,274.6
4/30/1979,239.7
3/31/1979,240.1
2/28/1979,251.3
1/31/1979,226
12/31/1978,226
10/31/1978,217.1
7/31/1978,183.3
4/30/1978,183.4
1/31/1978,165
10/31/1977,155.5
7/31/1977,142.6
4/30/1977,148.3
1/31/1977,134.5
10/31/1976,116
7/31/1976,122.9
4/30/1976,129.2
1/31/1976,140.3
10/31/1975,143.5
7/31/1975,166.5
4/30/1975,177.3
1/31/1975,183.9
10/31/1974,151.8
7/31/1974,154.1
4/30/1974,168.4
1/31/1974,106.7
10/31/1973,103
7/31/1973,120.1
4/30/1973,84.4
1/31/1973,63.9
10/31/1972,65.5
7/31/1972,62.1
4/30/1972,48.3
1/31/1972,43.5
10/31/1971,42
7/31/1971,40.1
4/30/1971,38.9
1/31/1971,37.4
10/31/1970,36.2
7/31/1970,35.4
4/30/1970,35.1
1/31/1970,35.2
